xcoord (m)	pressure (Pa)	temperature (K)	total_density (kg/m^3)	velocity (m/s)	total_dynamic_viscosity (J/kg)	total_gruneisen (~)	total_enthalpy (m/s)	total_isobaric_specific_heat (J/kg/K)	total_isochoric_specific_heat (J/kg/K)	total_speed_of_sound (W/m/K)	total_thermal_conductivity (Pa*s)	Reynolds (~)	Prandtl (~)	mass_flow_rate (kg/s)
4.169914668177176487e-01	5.999853487192018656e+05	4.500017625378417208e+00	1.396068582382974625e+02	1.824496071003175235e+00	4.026483075704448528e-06	1.432073813833652842e+00	2.846069113244228902e+03	3.614799141224617870e+03	2.330219498568997551e+03	2.460561549030757078e+02	2.208949387028717390e-02	1.580876475724475749e+05	6.589072456653203291e-01	4.999999786011297478e-03
4.586906134994894191e-01	5.999838917515114881e+05	4.500019377820327016e+00	1.396067995473123347e+02	1.824496561126895511e+00	4.026480666407687408e-06	1.432073513901251038e+00	2.846062787245752588e+03	3.614801779880690447e+03	2.330219822613449196e+03	2.460559926414631207e+02	2.208948651032241126e-02	1.580877421662352572e+05	6.589075519154409255e-01	4.999999027176981782e-03
5.003897601812611340e-01	5.999824166383999400e+05	4.500021114682939860e+00	1.396067405741239895e+02	1.824497593129567274e+00	4.026478257110927134e-06	1.432073213968849457e+00	2.846056461247277184e+03	3.614804418536762114e+03	2.330220146657900386e+03	2.460558303798505335e+02	2.208947915035765555e-02	1.580878367601361533e+05	6.589078581651898192e-01	4.999999743243065814e-03
5.420889068630329044e-01	5.999809593938092003e+05	4.500022863584936417e+00	1.396066819180469452e+02	1.824498090546329276e+00	4.026475847814166014e-06	1.432072914036447875e+00	2.846050135248800416e+03	3.614807057192833781e+03	2.330220470702351577e+03	2.460556681182379748e+02	2.208947179039289638e-02	1.580879313541502052e+05	6.589081644145672323e-01	4.999999005642523538e-03
5.837880535448046748e-01	5.999794845524765551e+05	4.500024597711924201e+00	1.396066229842936366e+02	1.824499114347674533e+00	4.026473438517404894e-06	1.432072614104046071e+00	2.846043809250324557e+03	3.614809695848905449e+03	2.330220794746802767e+03	2.460555058566253877e+02	2.208946443042813720e-02	1.580880259482775000e+05	6.589084706635729427e-01	4.999999700641260918e-03
6.254872002265764452e-01	5.999780270388851641e+05	4.500026343808341878e+00	1.396065643545155979e+02	1.824499618941078483e+00	4.026471029220644621e-06	1.432072314171644489e+00	2.846037483251849153e+03	3.614812334504977116e+03	2.330221118791254412e+03	2.460553435950128289e+02	2.208945707046337456e-02	1.580881205425179505e+05	6.589087769122075056e-01	4.999998983647136255e-03
6.671863469083482157e-01	5.999765524614948081e+05	4.500028075837210650e+00	1.396065054523438107e+02	1.824500634881234706e+00	4.026468619923883501e-06	1.432072014239242685e+00	2.846031157253372839e+03	3.614814973161048783e+03	2.330221442835705147e+03	2.460551813334002418e+02	2.208944971049861539e-02	1.580882151368717023e+05	6.589090831604702547e-01	4.999999658229436865e-03
7.088854935901199861e-01	5.999750946865683654e+05	4.500029819702421108e+00	1.396064468421695608e+02	1.824501146515246086e+00	4.026466210627123228e-06	1.432071714306841104e+00	2.846024831254896526e+03	3.614817611817120905e+03	2.330221766880156792e+03	2.460550190717876546e+02	2.208944235053385274e-02	1.580883097313385515e+05	6.589093894083618563e-01	4.999998961229113088e-03
7.505846402718917565e-01	5.999736203655240824e+05	4.500031550129721225e+00	1.396063879654235791e+02	1.824502154904286355e+00	4.026463801330362108e-06	1.432071414374439522e+00	2.846018505256421122e+03	3.614820250473192573e+03	2.330222090924607983e+03	2.460548568101750959e+02	2.208943499056909704e-02	1.580884043259186437e+05	6.589096956558814222e-01	4.999999616024294706e-03
7.922837869536635269e-01	5.999721623367005959e+05	4.500033292213217351e+00	1.396063293696506378e+02	1.824502673428782140e+00	4.026461392033600988e-06	1.432071114442037940e+00	2.846012179257945263e+03	3.614822889129264695e+03	2.330222414969059173e+03	2.460546945485625372e+02	2.208942763060433787e-02	1.580884989206119790e+05	6.589100019030297295e-01	4.999998938420006055e-03
8.339829336354352973e-01	5.999706882646420272e+05	4.500035021425476067e+00	1.396062705135012152e+02	1.824503674552032217e+00	4.026458982736840715e-06	1.432070814509636136e+00	2.846005853259468495e+03	3.614825527785336362e+03	2.330222739013510363e+03	2.460545322869499500e+02	2.208942027063957869e-02	1.580885935154184699e+05	6.589103081498065562e-01	4.999999574037076316e-03
8.756820803172070677e-01	5.999692299891385483e+05	4.500036762079127506e+00	1.396062119280930460e+02	1.824504199807162497e+00	4.026456573440079595e-06	1.432070514577234555e+00	2.845999527260993545e+03	3.614828166441408030e+03	2.330223063057961554e+03	2.460543700253373913e+02	2.208941291067481605e-02	1.580886881103381747e+05	6.589106143962117912e-01	4.999998915246160400e-03
9.173812269989788382e-01	5.999677561589336256e+05	4.500038490376730316e+00	1.396061530887507161e+02	1.824505193929405023e+00	4.026454164143319321e-06	1.432070214644832973e+00	2.845993201262517232e+03	3.614830805097480152e+03	2.330223387102412744e+03	2.460542077637248326e+02	2.208940555071006034e-02	1.580887827053710644e+05	6.589109206422455456e-01	4.999999532275063198e-03
9.590803736807506086e-01	5.999662976437465986e+05	4.500040229875487796e+00	1.396060945105881217e+02	1.824505725748860607e+00	4.026451754846558201e-06	1.432069914712431169e+00	2.845986875264041373e+03	3.614833443753551364e+03	2.330223711146864389e+03	2.460540455021122170e+02	2.208939819074529770e-02	1.580888773005171970e+05	6.589112268879077083e-01	4.999998891730010435e-03
1.000779520362522268e+00	5.999648240484815324e+05	4.500041957489644417e+00	1.396060356850992434e+02	1.824506713117479029e+00	4.026449345549797081e-06	1.432069614780029587e+00	2.845980549265565060e+03	3.614836082409623486e+03	2.330224035191315124e+03	2.460538832404996299e+02	2.208939083078053853e-02	1.580889718957765144e+05	6.589115331331985015e-01	4.999999490742940839e-03
1.042478667044294038e+00	5.999633653003970394e+05	4.500043696042397734e+00	1.396059771118505637e+02	1.824507251330610202e+00	4.026446936253036808e-06	1.432069314847627783e+00	2.845974223267089201e+03	3.614838721065695154e+03	2.330224359235766769e+03	2.460537209788870996e+02	2.208938347081577935e-02	1.580890664911490167e+05	6.589118393781177030e-01	4.999998867892554988e-03
1.084177813726065809e+00	5.999618919333716622e+05	4.500045423132850608e+00	1.396059182981247488e+02	1.824508232176875966e+00	4.026444526956275688e-06	1.432069014915226202e+00	2.845967897268613342e+03	3.614841359721766821e+03	2.330224683280218414e+03	2.460535587172745124e+02	2.208937611085102018e-02	1.580891610866347910e+05	6.589121456226652018e-01	4.999999449448469524e-03
1.125876960407837579e+00	5.999604329589763656e+05	4.500047160845719318e+00	1.396058597286865961e+02	1.824508776606726723e+00	4.026442117659514568e-06	1.432068714982824398e+00	2.845961571270137483e+03	3.614843998377838489e+03	2.330225007324669150e+03	2.460533964556619253e+02	2.208936875088625754e-02	1.580892556822337210e+05	6.589124518668414421e-01	4.999998843768261279e-03
1.167576107089609350e+00	5.999589598136965651e+05	4.500048887365122319e+00	1.396058009271246760e+02	1.824509751136270452e+00	4.026439708362754295e-06	1.432068415050422816e+00	2.845955245271661624e+03	3.614846637033910611e+03	2.330225331369120795e+03	2.460532341940493666e+02	2.208936139092149836e-02	1.580893502779458649e+05	6.589127581106460907e-01	4.999999408445070063e-03
1.209275253771381120e+00	5.999575006193758454e+05	4.500050624019350742e+00	1.396057423642882043e+02	1.824510301566775183e+00	4.026437299065993175e-06	1.432068115118021012e+00	2.845948919273185311e+03	3.614849275689982278e+03	2.330225655413571531e+03	2.460530719324367794e+02	2.208935403095673919e-02	1.580894448737712519e+05	6.589130643540790366e-01	4.999998819442856741e-03
1.250974400453152890e+00	5.999560276895567076e+05	4.500052235280119994e+00	1.396056849514384339e+02	1.824511269923127843e+00	4.026434889769232055e-06	1.432067815185619430e+00	2.845942593274709452e+03	3.614851914346053945e+03	2.330225979458022721e+03	2.460529096708242207e+02	2.208934667099198002e-02	1.580895394697097945e+05	6.589133705971405019e-01	4.999999416935223089e-03
1.289312000377627498e+00	5.999546864557574736e+05	4.500053614073185493e+00	1.396056337329529242e+02	1.824511790438977377e+00	4.026432674696199086e-06	1.432067539432052783e+00	2.845936777242056451e+03	3.614854340288761705e+03	2.330226277379863404e+03	2.460527604898149718e+02	2.208933990434549383e-02	1.580896264399646025e+05	6.589136521523097922e-01	4.999999008989293448e-03
1.321260000314689709e+00	5.999535565524987178e+05	4.500054753947678066e+00	1.396055908446814158e+02	1.824512598102309147e+00	4.026430828802005228e-06	1.432067309637414132e+00	2.845931930548179480e+03	3.614856361907684914e+03	2.330226525648063671e+03	2.460526361723073023e+02	2.208933426547341969e-02	1.580896989152500173e+05	6.589138867813777445e-01	4.999999686305946732e-03
1.347883333595574884e+00	5.999526269838619046e+05	4.500055713090881149e+00	1.396055553039818733e+02	1.824512902586761687e+00	4.026429290556843961e-06	1.432067118141881812e+00	2.845927891636614277e+03	3.614858046590121376e+03	2.330226732538230863e+03	2.460525325743842018e+02	2.208932956641335849e-02	1.580897593113719777e+05	6.589140823054345786e-01	4.999999247835877451e-03
1.370069444662979086e+00	5.999518405134235509e+05	4.500056503429200383e+00	1.396055254883111445e+02	1.824513519732961608e+00	4.026428008685875675e-06	1.432066958562271397e+00	2.845924525876977896e+03	3.614859450492151154e+03	2.330226904946703598e+03	2.460524462427816559e+02	2.208932565052997704e-02	1.580898096415088512e+05	6.589142452420326812e-01	4.999999871244310834e-03
1.388557870552482587e+00	5.999511967658932554e+05	4.500057170965731324e+00	1.396055008357688223e+02	1.824513675743131280e+00	4.026426940460069334e-06	1.432066825579263014e+00	2.845921721077280836e+03	3.614860620410509910e+03	2.330227048620431106e+03	2.460523742997795296e+02	2.208932238729382352e-02	1.580898515833140700e+05	6.589143810224509235e-01	4.999999415847570551e-03
1.403964892127068875e+00	5.999506488475217484e+05	4.500057718552153752e+00	1.396054801000536258e+02	1.824514159017278203e+00	4.026426050271896254e-06	1.432066714760089399e+00	2.845919383744198967e+03	3.614861595342475084e+03	2.330227168348536907e+03	2.460523143472777292e+02	2.208931966793036342e-02	1.580898865348354157e+05	6.589144941727433924e-01	4.999999997585042114e-03
1.416804076772557375e+00	5.999502035308709601e+05	4.500058183505515785e+00	1.396054630082717551e+02	1.824514213443227728e+00	4.026425308448419252e-06	1.432066622410777867e+00	2.845917435966631274e+03	3.614862407785779396e+03	2.330227268121958332e+03	2.460522643868595765e+02	2.208931740179414377e-02	1.580899156611150247e+05	6.589145884646152584e-01	4.999999534591113327e-03
1.427503397310464495e+00	5.999498213290598942e+05	4.500058562531408235e+00	1.396054485793382582e+02	1.824514602239623695e+00	4.026424690262189405e-06	1.432066545453018147e+00	2.845915812818658196e+03	3.614863084821866778e+03	2.330227351266476489e+03	2.460522227531778015e+02	2.208931551334729695e-02	1.580899399330228334e+05	6.589146670411484275e-01	5.000000083294781766e-03
1.436419497758720354e+00	5.999495137571191881e+05	4.500058886740228026e+00	1.396054367374387368e+02	1.824514587599494364e+00	4.026424175106995749e-06	1.432066481321552009e+00	2.845914460195347147e+03	3.614863649018605884e+03	2.330227420553574575e+03	2.460521880584429653e+02	2.208931393964158954e-02	1.580899601596184366e+05	6.589147325215735096e-01	4.999999619053914664e-03
1.443849581465600274e+00	5.999492466900935397e+05	4.500059148733742909e+00	1.396054266893387990e+02	1.824514909324536083e+00	4.026423745811002870e-06	1.432066427878663228e+00	2.845913333009254984e+03	3.614864119182554987e+03	2.330227478292823434e+03	2.460521591461639446e+02	2.208931262822016670e-02	1.580899770151187258e+05	6.589147870885818659e-01	5.000000140851838110e-03
1.450041317888000281e+00	5.999490347211629851e+05	4.500059375147210439e+00	1.396054184925037873e+02	1.824514848154584978e+00	4.026423388064342138e-06	1.432066383342922800e+00	2.845912393687511212e+03	3.614864510985846209e+03	2.330227526408863923e+03	2.460521350525980893e+02	2.208931153536898215e-02	1.580899910613716638e+05	6.589148325610798551e-01	4.999999679646865459e-03
1.455201098240000324e+00	5.999488476612006780e+05	4.500059555894416086e+00	1.396054114876954770e+02	1.824515121887342772e+00	4.026423089942123732e-06	1.432066346229805776e+00	2.845911610919391933e+03	3.614864837488588364e+03	2.330227566505564482e+03	2.460521149746265621e+02	2.208931062465966169e-02	1.580900027665843954e+05	6.589148704548215552e-01	5.000000178920162644e-03
1.459500915200000248e+00	5.999487020316477865e+05	4.500059714343267459e+00	1.396054058214408258e+02	1.824515029792911580e+00	4.026422841506942715e-06	1.432066315302207959e+00	2.845910958612624654e+03	3.614865109574207054e+03	2.330227599919481236e+03	2.460520982429835897e+02	2.208930986573522798e-02	1.580900125209296239e+05	6.589149020329355677e-01	4.999999723601376497e-03
1.463084096000000223e+00	5.999485705830577062e+05	4.500059838698277304e+00	1.396054009310026061e+02	1.824515268828223347e+00	4.026422634477623930e-06	1.432066289529210001e+00	2.845910415023653059e+03	3.614865336312223008e+03	2.330227627764412318e+03	2.460520842999478077e+02	2.208930923329819815e-02	1.580900206495516177e+05	6.589149283480274510e-01	5.000000203514487485e-03
1.466070080000000164e+00	5.999484709723158740e+05	4.500059949903064904e+00	1.396053970213574189e+02	1.824515156602745991e+00	4.026422461953192598e-06	1.432066268051711777e+00	2.845909962032843396e+03	3.614865525260569484e+03	2.330227650968521175e+03	2.460520726807513086e+02	2.208930870626734169e-02	1.580900274234039243e+05	6.589149502772686517e-01	4.999999755940875631e-03
1.468558400000000264e+00	5.999483781922634225e+05	4.500060035128170988e+00	1.396053936001374325e+02	1.824515370217429044e+00	4.026422318182832872e-06	1.432066250153796627e+00	2.845909584540501328e+03	3.614865682717525033e+03	2.330227670305278934e+03	2.460520629980875924e+02	2.208930826707496478e-02	1.580900330682812491e+05	6.589149685516347832e-01	5.000000218810272956e-03
1.470632000000000161e+00	5.999483104901835322e+05	4.500060113482345692e+00	1.396053909096055747e+02	1.824515245313798717e+00	4.026422198374200049e-06	1.432066235238867113e+00	2.845909269963550287e+03	3.614865813931653975e+03	2.330227686419243128e+03	2.460520549292011196e+02	2.208930790108130926e-02	1.580900377723459969e+05	6.589149837802722454e-01	4.999999780155605679e-03
1.472360000000000113e+00	5.999482446114671184e+05	4.500060171566778955e+00	1.396053885095276712e+02	1.824515439992981047e+00	4.026422098533671850e-06	1.432066222809759370e+00	2.845909007816089797e+03	3.614865923276762260e+03	2.330227699847547228e+03	2.460520482051290401e+02	2.208930759608659922e-02	1.580900416924001765e+05	6.589149964708028717e-01	5.000000227705554169e-03
1.473799999999999999e+00	5.999481990206523333e+05	4.500060227068821028e+00	1.396053866648450139e+02	1.824515307545357956e+00	4.026422015333232955e-06	1.432066212452169696e+00	2.845908789359873936e+03	3.614866014397685376e+03	2.330227711037800873e+03	2.460520426017357067e+02	2.208930734192434547e-02	1.580900449591121287e+05	6.589150070462443942e-01	4.999999798671220935e-03
1.475000000000000089e+00	5.999481518703090260e+05	4.500060266338958392e+00	1.396053849747051174e+02	1.824515487834234895e+00	4.026421945999533169e-06	1.432066203820844486e+00	2.845908607313027005e+03	3.614866090331788200e+03	2.330227720363011485e+03	2.460520379322412055e+02	2.208930713012246388e-02	1.580900476813722344e+05	6.589150158591121631e-01	5.000000232211783760e-03
1.475999999999999979e+00	5.999481215882800752e+05	4.500060311632062771e+00	1.396053836482705890e+02	1.824515351367361760e+00	4.026421888221450721e-06	1.432066196628073884e+00	2.845908455607321685e+03	3.614866153610207220e+03	2.330227728134020708e+03	2.460520340409958067e+02	2.208930695362089705e-02	1.580900499499223370e+05	6.589150232031684151e-01	4.999999810724069238e-03
1.477000000000000091e+00	5.999480816302594030e+05	4.500060349547291061e+00	1.396053821603001950e+02	1.824515522240107046e+00	4.026421830443367425e-06	1.432066189435303283e+00	2.845908303901615909e+03	3.614866216888626241e+03	2.330227735905029931e+03	2.460520301497504363e+02	2.208930677711933022e-02	1.580900522184725269e+05	6.589150305472243341e-01	5.000000225700896445e-03
1.477999999999999980e+00	5.999480511916623218e+05	4.500060394720204471e+00	1.396053808312613285e+02	1.824515389950746025e+00	4.026421772665284129e-06	1.432066182242532459e+00	2.845908152195910134e+03	3.614866280167044806e+03	2.330227743676039154e+03	2.460520262585050375e+02	2.208930660061775991e-02	1.580900544870228041e+05	6.589150378912800310e-01	4.999999815568192604e-03
1.479000000000000092e+00	5.999480113880817080e+05	4.500060432752452932e+00	1.396053793458778784e+02	1.824515556713326658e+00	4.026421714887200834e-06	1.432066175049761858e+00	2.845908000490204358e+03	3.614866343445463826e+03	2.330227751447047922e+03	2.460520223672596387e+02	2.208930642411619308e-02	1.580900567555731104e+05	6.589150452353356169e-01	5.000000219373945329e-03
1.479999999999999982e+00	5.999479807971374830e+05	4.500060477808483839e+00	1.396053780143040512e+02	1.824515428467209599e+00	4.026421657109117538e-06	1.432066167856991035e+00	2.845907848784498583e+03	3.614866406723882847e+03	2.330227759218057599e+03	2.460520184760142399e+02	2.208930624761462624e-02	1.580900590241235332e+05	6.589150525793908697e-01	4.999999820230778894e-03
1.481000000000000094e+00	5.999479411438426469e+05	4.500060515954570128e+00	1.396053765314383384e+02	1.824515591252097613e+00	4.026421599331034242e-06	1.432066160664220211e+00	2.845907697078792353e+03	3.614866470002301412e+03	2.330227766989066367e+03	2.460520145847688127e+02	2.208930607111305594e-02	1.580900612926739559e+05	6.589150599234459005e-01	5.000000213226014206e-03
1.481999999999999984e+00	5.999479104046369903e+05	4.500060560896898210e+00	1.396053751973969668e+02	1.824515466918584350e+00	4.026421541552951794e-06	1.432066153471449388e+00	2.845907545373087032e+03	3.614866533280720887e+03	2.330227774760076045e+03	2.460520106935234423e+02	2.208930589461148911e-02	1.580900635612244951e+05	6.589150672675009313e-01	4.999999824716786813e-03
1.483000000000000096e+00	5.999478708976081107e+05	4.500060599153909102e+00	1.396053737169801252e+02	1.824515625854694623e+00	4.026421483774869345e-06	1.432066146278678787e+00	2.845907393667381257e+03	3.614866596559139452e+03	2.330227782531084813e+03	2.460520068022780436e+02	2.208930571810992227e-02	1.580900658297750633e+05	6.589150746115556290e-01	5.000000207252322179e-03
1.483999999999999986e+00	5.999478400140965823e+05	4.500060643985671405e+00	1.396053723805357833e+02	1.824515505306629315e+00	4.026421425996786049e-06	1.432066139085908185e+00	2.845907241961675936e+03	3.614866659837558473e+03	2.330227790302094036e+03	2.460520029110326732e+02	2.208930554160835197e-02	1.580900680983257480e+05	6.589150819556102157e-01	4.999999829030882768e-03
1.485000000000000098e+00	5.999478006494445726e+05	4.500060682350722985e+00	1.396053709025018179e+02	1.824515660519413718e+00	4.026421368218702754e-06	1.432066131893137362e+00	2.845907090255969706e+03	3.614866723115977038e+03	2.330227798073103259e+03	2.460519990197872460e+02	2.208930536510678860e-02	1.580900703668764327e+05	6.589150892996642472e-01	5.000000201448149932e-03
1.485999999999999988e+00	5.999477696254528128e+05	4.500060727074837175e+00	1.396053695637183978e+02	1.824515543633051573e+00	4.026421310440619458e-06	1.432066124700366538e+00	2.845906938550263931e+03	3.614866786394396058e+03	2.330227805844112481e+03	2.460519951285418756e+02	2.208930518860521830e-02	1.580900726354272338e+05	6.589150966437182788e-01	4.999999833177668114e-03
1.487000000000000099e+00	5.999477303994159447e+05	4.500060765545093489e+00	1.396053680880041554e+02	1.824515695244635083e+00	4.026421252662537009e-06	1.432066117507595937e+00	2.845906786844558155e+03	3.614866849672815533e+03	2.330227813615121704e+03	2.460519912372964768e+02	2.208930501210365493e-02	1.580900749039780931e+05	6.589151039877721994e-01	5.000000195809083461e-03
1.487999999999999989e+00	5.999476992386424681e+05	4.500060810164491443e+00	1.396053667469420532e+02	1.824515581899462946e+00	4.026421194884452866e-06	1.432066110314825114e+00	2.845906635138852380e+03	3.614866912951234099e+03	2.330227821386130472e+03	2.460519873460510496e+02	2.208930483560208463e-02	1.580900771725290106e+05	6.589151113318255648e-01	4.999999837161461444e-03
1.489000000000000101e+00	5.999476601475847419e+05	4.500060848737258645e+00	1.396053652734859440e+02	1.824515730028789084e+00	4.026421137106370418e-06	1.432066103122054512e+00	2.845906483433146605e+03	3.614866976229652664e+03	2.330227829157139695e+03	2.460519834548056508e+02	2.208930465910051780e-02	1.580900794410799863e+05	6.589151186758790413e-01	5.000000190330779887e-03
1.489999999999999991e+00	5.999476288536066422e+05	4.500060893254726579e+00	1.396053639302041347e+02	1.824515620107465486e+00	4.026421079328287969e-06	1.432066095929283911e+00	2.845906331727441284e+03	3.614867039508071684e+03	2.330227836928149372e+03	2.460519795635602804e+02	2.208930448259894749e-02	1.580900817096309911e+05	6.589151260199324067e-01	4.999999840986561403e-03
1.491000000000000103e+00	5.999475898940076586e+05	4.500060931927412078e+00	1.396053624589461606e+02	1.824515764870350054e+00	4.026421021550203826e-06	1.432066088736513088e+00	2.845906180021735963e+03	3.614867102786490705e+03	2.330227844699158140e+03	2.460519756723148816e+02	2.208930430609738066e-02	1.580900839781821705e+05	6.589151333639851060e-01	5.000000185009021228e-03
1.491999999999999993e+00	5.999475584702839842e+05	4.500060976345667818e+00	1.396053611135015444e+02	1.824515658258625495e+00	4.026420963772120531e-06	1.432066081543742264e+00	2.845906028316029733e+03	3.614867166064909725e+03	2.330227852470167363e+03	2.460519717810694829e+02	2.208930412959581382e-02	1.580900862467333209e+05	6.589151407080379164e-01	4.999999844657146940e-03
1.493000000000000105e+00	5.999475196387430187e+05	4.500061015115701224e+00	1.396053596443847482e+02	1.824515799767819857e+00	4.026420905994038082e-06	1.432066074350971441e+00	2.845905876610323958e+03	3.614867229343328745e+03	2.330227860241176586e+03	2.460519678898240841e+02	2.208930395309424699e-02	1.580900885152845294e+05	6.589151480520905046e-01	5.000000179839699660e-03
1.493999999999999995e+00	5.999474880886164028e+05	4.500061059437363120e+00	1.396053582968321791e+02	1.824515696354408245e+00	4.026420848215954786e-06	1.432066067158200617e+00	2.845905724904618182e+03	3.614867292621747310e+03	2.330227868012185354e+03	2.460519639985786853e+02	2.208930377659267669e-02	1.580900907838358253e+05	6.589151553961428709e-01	4.999999848177160214e-03
1.495000000000000107e+00	5.999474493818480987e+05	4.500061098302333029e+00	1.396053568298005700e+02	1.824515834719850238e+00	4.026420790437871491e-06	1.432066059965430016e+00	2.845905573198912407e+03	3.614867355900165876e+03	2.330227875783195032e+03	2.460519601073332865e+02	2.208930360009110985e-02	1.580900930523872375e+05	6.589151627401947930e-01	5.000000174819079456e-03
1.495999999999999996e+00	5.999474177085499978e+05	4.500061142529890645e+00	1.396053554801937366e+02	1.824515734396256805e+00	4.026420732659789042e-06	1.432066052772659415e+00	2.845905421493207086e+03	3.614867419178585351e+03	2.330227883554204254e+03	2.460519562160878877e+02	2.208930342358953955e-02	1.580900953209386498e+05	6.589151700842469372e-01	4.999999851550473128e-03
1.497000000000000108e+00	5.999473791233777301e+05	4.500061181487443385e+00	1.396053540151934556e+02	1.824515869724987915e+00	4.026420674881705746e-06	1.432066045579888591e+00	2.845905269787501311e+03	3.614867482457004371e+03	2.330227891325213022e+03	2.460519523248424889e+02	2.208930324708797271e-02	1.580900975894901494e+05	6.589151774282986374e-01	5.000000169943170751e-03
1.497999999999999998e+00	5.999473473300307523e+05	4.500061225623387173e+00	1.396053526635831474e+02	1.824515772385614687e+00	4.026420617103622451e-06	1.432066038387117990e+00	2.845905118081795081e+03	3.614867545735422937e+03	2.330227899096222245e+03	2.460519484335970617e+02	2.208930307058640588e-02	1.580900998580417072e+05	6.589151847723498934e-01	4.999999854780930696e-03
1.499000000000000110e+00	5.999473088633854641e+05	4.500061264671237460e+00	1.396053512005623247e+02	1.824515904781894626e+00	4.026420559325539155e-06	1.432066031194347167e+00	2.845904966376089305e+03	3.614867609013841957e+03	2.330227906867231468e+03	2.460519445423516913e+02	2.208930289408483558e-02	1.580901021265933523e+05	6.589151921164012604e-01	5.000000165208269912e-03
