xcoord (m)	pressure (Pa)	temperature (K)	total_density (kg/m^3)	velocity (m/s)	total_dynamic_viscosity (J/kg)	total_gruneisen (~)	total_enthalpy (m/s)	total_isobaric_specific_heat (J/kg/K)	total_isochoric_specific_heat (J/kg/K)	total_speed_of_sound (W/m/K)	total_thermal_conductivity (Pa*s)	Reynolds (~)	Prandtl (~)	mass_flow_rate (kg/s)
1.497999999999999998e+00	5.999813333416805835e+05	4.500052995872345640e+00	1.396063299066838681e+02	2.402359590940389422e-01	4.026476488951962283e-06	1.432072993851438714e+00	2.846051818659823311e+03	3.614806355020246428e+03	2.330220384470904719e+03	2.460557112976646010e+02	2.208947374895261356e-02	2.425156995892828036e+03	6.589080829186024779e-01	2.179999936447515868e-05
1.499000000000000110e+00	5.999813208107351093e+05	4.500053037085431917e+00	1.396063290881126591e+02	2.402359736837259563e-01	4.026476468471508606e-06	1.432072991301835074e+00	2.846051764885077773e+03	3.614806377450390755e+03	2.330220387225474951e+03	2.460557099183444905e+02	2.208947368638854158e-02	2.425157008228257382e+03	6.589080855219033861e-01	2.180000056058072069e-05
1.500000000000000000e+00	5.999813084182573948e+05	4.500053078406814677e+00	1.396063282718205869e+02	2.402359618915215211e-01	4.026476447991054928e-06	1.432072988752231435e+00	2.846051711110331780e+03	3.614806399880535537e+03	2.330220389980045184e+03	2.460557085390244083e+02	2.208947362382446961e-02	2.425157020563686729e+03	6.589080881252044053e-01	2.179999936304081681e-05
1.500999999999999890e+00	5.999812958890817827e+05	4.500053119627839493e+00	1.396063274531996683e+02	2.402359764734434688e-01	4.026476427510600404e-06	1.432072986202627796e+00	2.846051657335585787e+03	3.614806422310679864e+03	2.330220392734615416e+03	2.460557071597042409e+02	2.208947356126039416e-02	2.425157032899116530e+03	6.589080907285052024e-01	2.180000055843396990e-05
1.502000000000000002e+00	5.999812834948351374e+05	4.500053160955971521e+00	1.396063266367807501e+02	2.402359646891741307e-01	4.026476407030145879e-06	1.432072983653024156e+00	2.846051603560840249e+03	3.614806444740824190e+03	2.330220395489186103e+03	2.460557057803841587e+02	2.208947349869631871e-02	2.425157045234546786e+03	6.589080933318059996e-01	2.179999936159433187e-05
1.502999999999999892e+00	5.999812709674278740e+05	4.500053202187929813e+00	1.396063258180743105e+02	2.402359792636016012e-01	4.026476386549692202e-06	1.432072981103420739e+00	2.846051549786094256e+03	3.614806467170968517e+03	2.330220398243756790e+03	2.460557044010640197e+02	2.208947343613224673e-02	2.425157057569977042e+03	6.589080959351067968e-01	2.180000055629403264e-05
1.504000000000000004e+00	5.999812585714120651e+05	4.500053243525822921e+00	1.396063250014923653e+02	2.402359674871207551e-01	4.026476366069238525e-06	1.432072978553816878e+00	2.846051496011348718e+03	3.614806489601112844e+03	2.330220400998327023e+03	2.460557030217439092e+02	2.208947337356817475e-02	2.425157069905406388e+03	6.589080985384075939e-01	2.179999936013570725e-05
1.504999999999999893e+00	5.999812460457724519e+05	4.500053284771656337e+00	1.396063241826649914e+02	2.402359820543110702e-01	4.026476345588784000e-06	1.432072976004213238e+00	2.846051442236603179e+03	3.614806512031257625e+03	2.330220403752897710e+03	2.460557016424237702e+02	2.208947331100409930e-02	2.425157082240836644e+03	6.589081011417083911e-01	2.180000055415977727e-05
1.506000000000000005e+00	5.999812336479896912e+05	4.500053326122201547e+00	1.396063233658854585e+02	2.402359702854862389e-01	4.026476325108330323e-06	1.432072973454609821e+00	2.846051388461857186e+03	3.614806534461401952e+03	2.330220406507467942e+03	2.460557002631036880e+02	2.208947324844002733e-02	2.425157094576266900e+03	6.589081037450091882e-01	2.179999935866534954e-05
1.506999999999999895e+00	5.999812211241170298e+05	4.500053367384877490e+00	1.396063225469014526e+02	2.402359848456950553e-01	4.026476304627876646e-06	1.432072970905005960e+00	2.846051334687111648e+03	3.614806556891546279e+03	2.330220409262037720e+03	2.460556988837835206e+02	2.208947318587595188e-02	2.425157106911697610e+03	6.589081063483098744e-01	2.180000055203141387e-05
1.508000000000000007e+00	5.999812087245682487e+05	4.500053408751009343e+00	1.396063217298891459e+02	2.402359730843781072e-01	4.026476284147422968e-06	1.432072968355402320e+00	2.846051280912365655e+03	3.614806579321690606e+03	2.330220412016608407e+03	2.460556975044634385e+02	2.208947312331187990e-02	2.425157119247127412e+03	6.589081089516105605e-01	2.179999935718194073e-05
1.508999999999999897e+00	5.999811962024609093e+05	4.500053450033360214e+00	1.396063209107145440e+02	2.402359876378764580e-01	4.026476263666968444e-06	1.432072965805798903e+00	2.846051227137619662e+03	3.614806601751835387e+03	2.330220414771178639e+03	2.460556961251432995e+02	2.208947306074780445e-02	2.425157131582559032e+03	6.589081115549112466e-01	2.180000054990929140e-05
1.510000000000000009e+00	5.999811838011469226e+05	4.500053491417888019e+00	1.396063200934356985e+02	2.402359758839273107e-01	4.026476243186514766e-06	1.432072963256195264e+00	2.846051173362874124e+03	3.614806624181979714e+03	2.330220417525749326e+03	2.460556947458232173e+02	2.208947299818373247e-02	2.425157143917989288e+03	6.589081141582119328e-01	2.179999935568679883e-05
1.510999999999999899e+00	5.999811712808047887e+05	4.500053532722848360e+00	1.396063192740352292e+02	2.402359904309733785e-01	4.026476222706060242e-06	1.432072960706591624e+00	2.846051119588128131e+03	3.614806646612124041e+03	2.330220420280319559e+03	2.460556933665030783e+02	2.208947293561965702e-02	2.425157156253420453e+03	6.589081167615123968e-01	2.180000054779335228e-05
1.512000000000000011e+00	5.999811588777260622e+05	4.500053574128803469e+00	1.396063184564534936e+02	2.402359786842488687e-01	4.026476202225606565e-06	1.432072958156987985e+00	2.846051065813382593e+03	3.614806669042268368e+03	2.330220423034889791e+03	2.460556919871829678e+02	2.208947287305558504e-02	2.425157168588851164e+03	6.589081193648129720e-01	2.179999935417916489e-05
1.512999999999999901e+00	5.999811463591473876e+05	4.500053615459360223e+00	1.396063176367913172e+02	2.402359932251078023e-01	4.026476181745152887e-06	1.432072955607384346e+00	2.846051012038637055e+03	3.614806691472413149e+03	2.330220425789460478e+03	2.460556906078628572e+02	2.208947281049151307e-02	2.425157180924282784e+03	6.589081219681135471e-01	2.180000054568338982e-05
1.514000000000000012e+00	5.999811339543046197e+05	4.500053656889656750e+00	1.396063168188717327e+02	2.402359814854609921e-01	4.026476161264698363e-06	1.432072953057780706e+00	2.846050958263890607e+03	3.614806713902557476e+03	2.330220428544030710e+03	2.460556892285427182e+02	2.208947274792743762e-02	2.425157193259714404e+03	6.589081245714141222e-01	2.179999935265871703e-05
1.514999999999999902e+00	5.999811214374897536e+05	4.500053698248707157e+00	1.396063159989130327e+02	2.402359960203953870e-01	4.026476140784244685e-06	1.432072950508177067e+00	2.846050904489145523e+03	3.614806736332701348e+03	2.330220431298600943e+03	2.460556878492226076e+02	2.208947268536336564e-02	2.425157205595145115e+03	6.589081271747144752e-01	2.180000054357900761e-05
1.516000000000000014e+00	5.999811090308845742e+05	4.500053739706328493e+00	1.396063151806198164e+02	2.402359842876900520e-01	4.026476120303791008e-06	1.432072947958573428e+00	2.846050850714399530e+03	3.614806758762846130e+03	2.330220434053171630e+03	2.460556864699024970e+02	2.208947262279929019e-02	2.425157217930576735e+03	6.589081297780150503e-01	2.179999935112589911e-05
1.516999999999999904e+00	5.999810965158322360e+05	4.500053781096855943e+00	1.396063143603288097e+02	2.402359988169575078e-01	4.026476099823336484e-06	1.432072945408969789e+00	2.846050796939653083e+03	3.614806781192990456e+03	2.330220436807741862e+03	2.460556850905823580e+02	2.208947256023521474e-02	2.425157230266008355e+03	6.589081323813155144e-01	2.180000054148003964e-05
1.518000000000000016e+00	5.999810841074640630e+05	4.500053822584775709e+00	1.396063135416262639e+02	2.402359870910568684e-01	4.026476079342881959e-06	1.432072942859366149e+00	2.846050743164907999e+03	3.614806803623134783e+03	2.330220439562312549e+03	2.460556837112622475e+02	2.208947249767114276e-02	2.425157242601440430e+03	6.589081349846157565e-01	2.179999934958050782e-05
1.518999999999999906e+00	5.999810715941733215e+05	4.500053864009756488e+00	1.396063127209671393e+02	2.402360016149241440e-01	4.026476058862428282e-06	1.432072940309762510e+00	2.846050689390162006e+03	3.614806826053279565e+03	2.330220442316882327e+03	2.460556823319421369e+02	2.208947243510707079e-02	2.425157254936872050e+03	6.589081375879162206e-01	2.180000053938711271e-05
1.520000000000000018e+00	5.999810591840434354e+05	4.500053905531118836e+00	1.396063119018175769e+02	2.402359898956920314e-01	4.026476038381974604e-06	1.432072937760159093e+00	2.846050635615416923e+03	3.614806848483423892e+03	2.330220445071453014e+03	2.460556809526220547e+02	2.208947237254299881e-02	2.425157267272304125e+03	6.589081401912165736e-01	2.179999934802292265e-05
1.520999999999999908e+00	5.999810466725132428e+05	4.500053946993824994e+00	1.396063110807510270e+02	2.402360044144130624e-01	4.026476017901520080e-06	1.432072935210555231e+00	2.846050581840670475e+03	3.614806870913568218e+03	2.330220447826023246e+03	2.460556795733018873e+02	2.208947230997892336e-02	2.425157279607736200e+03	6.589081427945168157e-01	2.180000053729889867e-05
1.522000000000000020e+00	5.999810342606235063e+05	4.500053988551737660e+00	1.396063102611171871e+02	2.402359927017156394e-01	4.026475997421066403e-06	1.432072932660951814e+00	2.846050528065924937e+03	3.614806893343712545e+03	2.330220450580593933e+03	2.460556781939818052e+02	2.208947224741485138e-02	2.425157291943168730e+03	6.589081453978171687e-01	2.179999934645207972e-05
1.522999999999999909e+00	5.999810217508526985e+05	4.500054030055322229e+00	1.396063094396054112e+02	2.402360072155647064e-01	4.026475976940611878e-06	1.432072930111348175e+00	2.846050474291179398e+03	3.614806915773857327e+03	2.330220453335164166e+03	2.460556768146616662e+02	2.208947218485077593e-02	2.425157304278602169e+03	6.589081480011174108e-01	2.180000053521641395e-05
1.524000000000000021e+00	5.999810093372032279e+05	4.500054071644099984e+00	1.396063086195554774e+02	2.402359955092686628e-01	4.026475956460158201e-06	1.432072927561744313e+00	2.846050420516432951e+03	3.614806938204001654e+03	2.330220456089734398e+03	2.460556754353415556e+02	2.208947212228670048e-02	2.425157316614034244e+03	6.589081506044177639e-01	2.179999934488551601e-05
1.524999999999999911e+00	5.999809968291915720e+05	4.500054118238886680e+00	1.396063077369795451e+02	2.402360100181438474e-01	4.026475935979703677e-06	1.432072925012140896e+00	2.846050366741687412e+03	3.614806960634145980e+03	2.330220458844305085e+03	2.460556740560214166e+02	2.208947205972262851e-02	2.425157328949466773e+03	6.589081532077177839e-01	2.180000052366310817e-05
1.526200000000000001e+00	5.999809819215385942e+05	4.500054174181315148e+00	1.396063066801795003e+02	2.402359985257671582e-01	4.026475911403159602e-06	1.432072921952616484e+00	2.846050302211992403e+03	3.614806987550319718e+03	2.330220462149789000e+03	2.460556724008372669e+02	2.208947198464573936e-02	2.425157343751986446e+03	6.589081563316783186e-01	2.179999931577481304e-05
1.527639999999999887e+00	5.999809639323333977e+05	4.500054241170193592e+00	1.396063054111388908e+02	2.402360136301397719e-01	4.026475881911306205e-06	1.432072918281187324e+00	2.846050224776358391e+03	3.614807019849727112e+03	2.330220466116370517e+03	2.460556704146163156e+02	2.208947189455347584e-02	2.425157361515009143e+03	6.589081600804304051e-01	2.180000048824248069e-05
1.529367999999999839e+00	5.999809424433703534e+05	4.500054321543092151e+00	1.396063038909903185e+02	2.402360028631369826e-01	4.026475846521081282e-06	1.432072913875471976e+00	2.846050131853597577e+03	3.614807058609016622e+03	2.330220470876268337e+03	2.460556680311511570e+02	2.208947178644275408e-02	2.425157382830637744e+03	6.589081645789330866e-01	2.179999927382415107e-05
1.531441599999999736e+00	5.999809165604695445e+05	4.500054417801444551e+00	1.396063020665968395e+02	2.402360188257754992e-01	4.026475804052812729e-06	1.432072908588613913e+00	2.846050020346285237e+03	3.614807105120164124e+03	2.330220476588145630e+03	2.460556651709929668e+02	2.208947165670989421e-02	2.425157408409392247e+03	6.589081699771360823e-01	2.180000043745410735e-05
1.533929919999999836e+00	5.999808855951946462e+05	4.500054533233224241e+00	1.396062998806984581e+02	2.402360090986031538e-01	4.026475753090889110e-06	1.432072902244384327e+00	2.846049886537509792e+03	3.614807160933541127e+03	2.330220483442397835e+03	2.460556617388031100e+02	2.208947150103045612e-02	2.425157439103899378e+03	6.589081764549795661e-01	2.179999921343516749e-05
1.536915903999999777e+00	5.999808483445978491e+05	4.500054671493020741e+00	1.396062972583360704e+02	2.402360262968273596e-01	4.026475691936580768e-06	1.432072894631308602e+00	2.846049725966979622e+03	3.614807227909593621e+03	2.330220491667501392e+03	2.460556576201753387e+02	2.208947131421513596e-02	2.425157475937307936e+03	6.589081842283913693e-01	2.180000036458160979e-05
1.540499084799999752e+00	5.999808037342082243e+05	4.500054837243686379e+00	1.396062941157688613e+02	2.402360180613779261e-01	4.026475618551411434e-06	1.432072885495617953e+00	2.846049533282342964e+03	3.614807308280856432e+03	2.330220501537624841e+03	2.460556526778219393e+02	2.208947109003674830e-02	2.425157520137399388e+03	6.589081935564855552e-01	2.179999912654062902e-05
1.544798901759999676e+00	5.999807501133532496e+05	4.500055035809989334e+00	1.396062903464177509e+02	2.402360370375931642e-01	4.026475530489207556e-06	1.432072874532789086e+00	2.846049302060779155e+03	3.614807404726372170e+03	2.330220513381773344e+03	2.460556467469979225e+02	2.208947082102268381e-02	2.425157573177512404e+03	6.589082047501978456e-01	2.180000025992295066e-05
1.549958682111999719e+00	5.999806858547759475e+05	4.500055273861100602e+00	1.396062858281719059e+02	2.402360309443465347e-01	4.026475424814563750e-06	1.432072861377394535e+00	2.846049024594902221e+03	3.614807520460990418e+03	2.330220527594751275e+03	2.460556396300090682e+02	2.208947049820580641e-02	2.425157636825650115e+03	6.589082181826519946e-01	2.179999900145729842e-05
1.556150418534399726e+00	5.999806086599713890e+05	4.500055559165216934e+00	1.396062804083784101e+02	2.402360524801651354e-01	4.026475298004990166e-06	1.432072845590920629e+00	2.846048691635849991e+03	3.614807659342532588e+03	2.330220544650324882e+03	2.460556310896224659e+02	2.208947011082555353e-02	2.425157713203420371e+03	6.589082343015959520e-01	2.180000010938610043e-05
1.563580502241279646e+00	5.999805161087769084e+05	4.500055901344544473e+00	1.396062739089859122e+02	2.402360494682076186e-01	4.026475145833503559e-06	1.432072826647152297e+00	2.846048292084987679e+03	3.614807826000383102e+03	2.330220565117013393e+03	2.460556208411585430e+02	2.208946964596925078e-02	2.425157804856750772e+03	6.589082536443275906e-01	2.179999882116633221e-05
1.572496602689535505e+00	5.999804049667073414e+05	4.500056311766691408e+00	1.396062661099443858e+02	2.402360746939144753e-01	4.026474963227717429e-06	1.432072803914630432e+00	2.846047812623952723e+03	3.614808025989804264e+03	2.330220589677039698e+03	2.460556085430018243e+02	2.208946908814168539e-02	2.425157914840756348e+03	6.589082768556033809e-01	2.179999989240261900e-05
1.583195923227442625e+00	5.999802716749162646e+05	4.500056804407589262e+00	1.396062567515112960e+02	2.402360761238816755e-01	4.026474744100775936e-06	1.432072776635604061e+00	2.846047237270710866e+03	3.614808265977108931e+03	2.330220619149070899e+03	2.460555937852137447e+02	2.208946841874860970e-02	2.425158046821576136e+03	6.589083047091316425e-01	2.179999856081205338e-05
1.596035107872931125e+00	5.999801116480083438e+05	4.500057395910523006e+00	1.396062455153930841e+02	2.402361066793425592e-01	4.026474481148445467e-06	1.432072743900772327e+00	2.846046546846821002e+03	3.614808553961874622e+03	2.330220654515508613e+03	2.460555760758680606e+02	2.208946761547691748e-02	2.425158205198578798e+03	6.589083381333614708e-01	2.179999957898000147e-05
1.611442129447517413e+00	5.999799196905243443e+05	4.500058106568748606e+00	1.396062320237153642e+02	2.402361145268721021e-01	4.026474165605648565e-06	1.432072704618974068e+00	2.846045718338152255e+03	3.614808899543593725e+03	2.330220696955233507e+03	2.460555548246531998e+02	2.208946665155088473e-02	2.425158395251009551e+03	6.589083782424314251e-01	2.179999818432433976e-05
1.629930555337020914e+00	5.999796892686636420e+05	4.500058960507447026e+00	1.396062158180139079e+02	2.402361527915039541e-01	4.026473786954292622e-06	1.432072657480816691e+00	2.846044724127750669e+03	3.614809314241656466e+03	2.330220747882903652e+03	2.460555293231954579e+02	2.208946549483964752e-02	2.425158623313966018e+03	6.589084263733069324e-01	2.179999912603504183e-05
1.652116666404425116e+00	5.999794128333439585e+05	4.500059986569400650e+00	1.396061963569533475e+02	2.402361699150955543e-01	4.026473332572665151e-06	1.432072600915027305e+00	2.846043531075268220e+03	3.614809811879331846e+03	2.330220808996108190e+03	2.460554987214460994e+02	2.208946410678616287e-02	2.425158896989570167e+03	6.589084841303453066e-01	2.179999764098600266e-05
1.678739999685310291e+00	5.999790810419566697e+05	4.500061217489330190e+00	1.396061730061200024e+02	2.402362193060781081e-01	4.026472787314712525e-06	1.432072533036080397e+00	2.846042099412289645e+03	3.614810409044542666e+03	2.330220882331953362e+03	2.460554619993469316e+02	2.208946244112198337e-02	2.425159225400376727e+03	6.589085534387739695e-01	2.179999847660734258e-05
1.710687999622372502e+00	5.999786829592995346e+05	4.500062691898570222e+00	1.396061450191515689e+02	2.402362497241704586e-01	4.026472133005169373e-06	1.432072451581343886e+00	2.846040381416715263e+03	3.614811125642795105e+03	2.330220970334967205e+03	2.460554179328278792e+02	2.208946044232496658e-02	2.425159619493461378e+03	6.589086366088633406e-01	2.179999686660227508e-05
1.749025599546847110e+00	5.999782051949846791e+05	4.500064359392568214e+00	1.396061126549207643e+02	2.402363149605789838e-01	4.026471347833717422e-06	1.432072353835659895e+00	2.846038319822025642e+03	3.614811985560698304e+03	2.330221075938583908e+03	2.460553650530050049e+02	2.208945804376854366e-02	2.425160092405332762e+03	6.589087364129344593e-01	2.179999773262324801e-05
1.790724746228618880e+00	5.999776855986003065e+05	4.500066092799242412e+00	1.396060784181938743e+02	2.402363603343517784e-01	4.026470493816261846e-06	1.432072247519364350e+00	2.846036077461013519e+03	3.614812920878580826e+03	2.330221190801818011e+03	2.460553075365330926e+02	2.208945543490006477e-02	2.425160606783633739e+03	6.589088449680575721e-01	2.179999650383034575e-05
1.832423892910390650e+00	5.999771659464982804e+05	4.500067830642810129e+00	1.396060441266954228e+02	2.402364319663058967e-01	4.026469639798807116e-06	1.432072141203068805e+00	2.846033835100002761e+03	3.614813856196462893e+03	2.330221305665052569e+03	2.460552500200611803e+02	2.208945282603158589e-02	2.425161121162152540e+03	6.589089535231340555e-01	2.179999764925317636e-05
1.874123039592162421e+00	5.999766463481965475e+05	4.500069568739221815e+00	1.396060098334775716e+02	2.402364775274074826e-01	4.026468785781351540e-06	1.432072034886773260e+00	2.846031592738990639e+03	3.614814791514345416e+03	2.330221420528286217e+03	2.460551925035892395e+02	2.208945021716310700e-02	2.425161635540890074e+03	6.589090620781637986e-01	2.179999642863332212e-05
1.915822186273934191e+00	5.999761266977239866e+05	4.500071306126417703e+00	1.396059755473490895e+02	2.402365491652804219e-01	4.026467931763895963e-06	1.432071928570477937e+00	2.846029350377978972e+03	3.614815726832227938e+03	2.330221535391520320e+03	2.460551349871173272e+02	2.208944760829462464e-02	2.425162149919845433e+03	6.589091706331470233e-01	2.179999757542598458e-05
1.957521332955705962e+00	5.999756070975163020e+05	4.500073042767014364e+00	1.396059412714063512e+02	2.402365947020226322e-01	4.026467077746440387e-06	1.432071822254182170e+00	2.846027108016967304e+03	3.614816662150110460e+03	2.330221650254754422e+03	2.460550774706453865e+02	2.208944499942614575e-02	2.425162664299019070e+03	6.589092791880835076e-01	2.179999635528859692e-05
1.999220479637477732e+00	5.999750874486758839e+05	4.500074778630497541e+00	1.396059070034594072e+02	2.402366663050782836e-01	4.026466223728984810e-06	1.432071715937886847e+00	2.846024865655955637e+03	3.614817597467992982e+03	2.330221765117988980e+03	2.460550199541734742e+02	2.208944239055767034e-02	2.425163178678410532e+03	6.589093877429731405e-01	2.179999750175511442e-05
2.040919626319249502e+00	5.999745678465638775e+05	4.500076513866584804e+00	1.396058727441761960e+02	2.402367118143563796e-01	4.026465369711529234e-06	1.432071609621591080e+00	2.846022623294943514e+03	3.614818532785875050e+03	2.330221879981223083e+03	2.460549624377015618e+02	2.208943978168918798e-02	2.425163693058021181e+03	6.589094962978161441e-01	2.179999628172233871e-05
2.082618773001021051e+00	5.999740481993549038e+05	4.500078248478031284e+00	1.396058384911501093e+02	2.402367833877943615e-01	4.026464515694073657e-06	1.432071503305295535e+00	2.846020380933932756e+03	3.614819468103757117e+03	2.330221994844456731e+03	2.460549049212296211e+02	2.208943717282070909e-02	2.425164207437850109e+03	6.589096048526125182e-01	2.179999742782539438e-05
2.124317919682793043e+00	5.999735285953381099e+05	4.500079982601368656e+00	1.396058042450245011e+02	2.402368288755738490e-01	4.026463661676618928e-06	1.432071396988999989e+00	2.846018138572921089e+03	3.614820403421639639e+03	2.330222109707690834e+03	2.460548474047577372e+02	2.208943456395223021e-02	2.425164721817895497e+03	6.589097134073623740e-01	2.179999620789172831e-05
2.166017066364564592e+00	5.999730089497596491e+05	4.500081716230534212e+00	1.396057700036813856e+02	2.402369004254258089e-01	4.026462807659163351e-06	1.432071290672704444e+00	2.846015896211908967e+03	3.614821338739522616e+03	2.330222224570924936e+03	2.460547898882857965e+02	2.208943195508375132e-02	2.425165236198160528e+03	6.589098219620654895e-01	2.179999735367304698e-05
2.207716213046336584e+00	5.999724893438381841e+05	4.500083449481974363e+00	1.396057357678224378e+02	2.402369458967479332e-01	4.026461953641707775e-06	1.432071184356408899e+00	2.846013653850896844e+03	3.614822274057404684e+03	2.330222339434158584e+03	2.460547323718138557e+02	2.208942934621526896e-02	2.425165750578643383e+03	6.589099305167217535e-01	2.179999613384453157e-05
2.249415359728108132e+00	5.999719696998907020e+05	4.500085182342318468e+00	1.396057015356002466e+02	2.402370174278738169e-01	4.026461099624252199e-06	1.432071078040113354e+00	2.846011411489885631e+03	3.614823209375287206e+03	2.330222454297392687e+03	2.460546748553419434e+02	2.208942673734679008e-02	2.425166264959344517e+03	6.589100390713313882e-01	2.179999727934505544e-05
2.291114506409880125e+00	5.999714500920646824e+05	4.500086914910828462e+00	1.396056673077399068e+02	2.402370628866525026e-01	4.026460245606796622e-06	1.432070971723817809e+00	2.846009169128873964e+03	3.614824144693169728e+03	2.330222569160627245e+03	2.460546173388700311e+02	2.208942412847831466e-02	2.425166779340263929e+03	6.589101476258942824e-01	2.179999605962269020e-05
2.332813653091651673e+00	5.999709304497478297e+05	4.500088647169217637e+00	1.396056330826357055e+02	2.402371344028877420e-01	4.026459391589341046e-06	1.432070865407522486e+00	2.846006926767861842e+03	3.614825080011052250e+03	2.330222684023861348e+03	2.460545598223980903e+02	2.208942151960983230e-02	2.425167293721401620e+03	6.589102561804107694e-01	2.179999720487770326e-05
2.374512799773423666e+00	5.999704108400176046e+05	4.500090379202247526e+00	1.396055988610041254e+02	2.402371798521389101e-01	4.026458537571885469e-06	1.432070759091226719e+00	2.846004684406850629e+03	3.614826015328933863e+03	2.330222798887094996e+03	2.460545023059261780e+02	2.208941891074135341e-02	2.425167808102757135e+03	6.589103647348801829e-01	2.179999598525879463e-05
2.416211946455195214e+00	5.999698911993304500e+05	4.500092110988893168e+00	1.396055646414550324e+02	2.402372513565116940e-01	4.026457683554429893e-06	1.432070652774931174e+00	2.846002442045838961e+03	3.614826950646816840e+03	2.330222913750329099e+03	2.460544447894542373e+02	2.208941630187287453e-02	2.425168322484330929e+03	6.589104732893031890e-01	2.179999713029903401e-05
2.457911093136967207e+00	5.999693715876962524e+05	4.500093842601064154e+00	1.396055304246764592e+02	2.402372967985438867e-01	4.026456829536974316e-06	1.432070546458635629e+00	2.846000199684827294e+03	3.614827885964699362e+03	2.330223028613563201e+03	2.460543872729823249e+02	2.208941369300439911e-02	2.425168836866123911e+03	6.589105818436793438e-01	2.179999591077824567e-05
2.499610239818738755e+00	5.999688519486385630e+05	4.500095574016357070e+00	1.396054962094774510e+02	2.402373682934640375e-01	4.026455975519518740e-06	1.432070440142340084e+00	2.845997957323815172e+03	3.614828821282581885e+03	2.330223143476797304e+03	2.460543297565104126e+02	2.208941108413591675e-02	2.425169351248133353e+03	6.589106903980090912e-01	2.179999705563422151e-05
2.541309386500510747e+00	5.999683323351001600e+05	4.500097305293943251e+00	1.396054619965162829e+02	2.402374137300130330e-01	4.026455121502063163e-06	1.432070333826044539e+00	2.845995714962803504e+03	3.614829756600463952e+03	2.330223258340030952e+03	2.460542722400384719e+02	2.208940847526743786e-02	2.425169865630362438e+03	6.589107989522918762e-01	2.179999583620735219e-05
2.583008533182282296e+00	5.999678126976720523e+05	4.500099036406790098e+00	1.396054277848403729e+02	2.402374852172969033e-01	4.026454267484607587e-06	1.432070227509748994e+00	2.845993472601791836e+03	3.614830691918346474e+03	2.330223373203265055e+03	2.460542147235665311e+02	2.208940586639895898e-02	2.425170380012809346e+03	6.589109075065280319e-01	2.179999698091475167e-05
2.624707679864054288e+00	5.999672930822295602e+05	4.500100767389287881e+00	1.396053935752226209e+02	2.402375306493688412e-01	4.026453413467152857e-06	1.432070121193453671e+00	2.845991230240780624e+03	3.614831627236228996e+03	2.330223488066499613e+03	2.460541572070946472e+02	2.208940325753048009e-02	2.425170894395474079e+03	6.589110160607176692e-01	2.179999576159908760e-05
2.666406826545825837e+00	5.999667734464319656e+05	4.500102498171955290e+00	1.396053593674026558e+02	2.402376021296201702e-01	4.026452559449697281e-06	1.432070014877157904e+00	2.845988987879768956e+03	3.614832562554111519e+03	2.330223602929733261e+03	2.460540996906227065e+02	2.208940064866199773e-02	2.425171408778356636e+03	6.589111246148606771e-01	2.179999690626466737e-05
2.708105973227597829e+00	5.999662538290859666e+05	4.500104228650480209e+00	1.396053251636357402e+02	2.402376475554543755e-01	4.026451705432241704e-06	1.432069908560862359e+00	2.845986745518756834e+03	3.614833497871993586e+03	2.330223717792967363e+03	2.460540421741507657e+02	2.208939803979351885e-02	2.425171923161458380e+03	6.589112331689568336e-01	2.179999568729198389e-05
2.749805119909369377e+00	5.999657341949162073e+05	4.500105958377534243e+00	1.396052909683795633e+02	2.402377190218666914e-01	4.026450851414786128e-06	1.432069802244566814e+00	2.845984503157745621e+03	3.614834433189876108e+03	2.330223832656201466e+03	2.460539846576788534e+02	2.208939543092503996e-02	2.425172437544777949e+03	6.589113417230063607e-01	2.179999683265788373e-05
2.791504266591140926e+00	5.999652145756684477e+05	4.500107686123888229e+00	1.396052567972100178e+02	2.402377644184885974e-01	4.026449997397330551e-06	1.432069695928271269e+00	2.845982260796733954e+03	3.614835368507758631e+03	2.330223947519435569e+03	2.460539271412069411e+02	2.208939282205656107e-02	2.425172951928315797e+03	6.589114502770090365e-01	2.179999561611998290e-05
2.833203413272912918e+00	5.999646949431286193e+05	4.500109408156415469e+00	1.396052226942090613e+02	2.402378358025024363e-01	4.026449143379874975e-06	1.432069589611975724e+00	2.845980018435721831e+03	3.614836303825640698e+03	2.330224062382669672e+03	2.460538696247350003e+02	2.208939021318808218e-02	2.425173466312071469e+03	6.589115588309650828e-01	2.179999676840906926e-05
2.874902559954684911e+00	5.999641753219804959e+05	4.500111113761250614e+00	1.396051887886207510e+02	2.402378809657750025e-01	4.026448289362419398e-06	1.432069483295680179e+00	2.845977776074710164e+03	3.614837239143523220e+03	2.330224177245903775e+03	2.460538121082630880e+02	2.208938760431960330e-02	2.425173980696046328e+03	6.589116673848744998e-01	2.179999557216339445e-05
2.916601706636456459e+00	5.999636556910807267e+05	4.500112768484543224e+00	1.396051554934729495e+02	2.402379516742799426e-01	4.026447435344963822e-06	1.432069376979384412e+00	2.845975533713698951e+03	3.614838174461405742e+03	2.330224292109137878e+03	2.460537545917911473e+02	2.208938499545112441e-02	2.425174495080238103e+03	6.589117759387373985e-01	2.179999678929883975e-05
