xcoord (m)	pressure (Pa)	temperature (K)	total_density (kg/m^3)	velocity (m/s)	total_dynamic_viscosity (J/kg)	total_gruneisen (~)	total_enthalpy (m/s)	total_isobaric_specific_heat (J/kg/K)	total_isochoric_specific_heat (J/kg/K)	total_speed_of_sound (W/m/K)	total_thermal_conductivity (Pa*s)	Reynolds (~)	Prandtl (~)	mass_flow_rate (kg/s)
1.455201098240000324e+00	5.999818665864431532e+05	4.500051312393953395e+00	1.396063638963537130e+02	2.402359119324370684e-01	4.026477365492901453e-06	1.432073102971673784e+00	2.846054120159884860e+03	3.614805395034699359e+03	2.330220266578317933e+03	2.460557703310508373e+02	2.208947642662625194e-02	2.425156467950113438e+03	6.589079715001571191e-01	2.180000039243792812e-05
1.459500915200000248e+00	5.999818131025488256e+05	4.500051471176340634e+00	1.396063606080830652e+02	2.402359046887682370e-01	4.026477277430697575e-06	1.432073092008844695e+00	2.846053888938320597e+03	3.614805491480214187e+03	2.330220278422465981e+03	2.460557644002267921e+02	2.208947615761218397e-02	2.425156520990180525e+03	6.589079826938792905e-01	2.179999922164301500e-05
1.463084096000000223e+00	5.999817683551572263e+05	4.500051603560960345e+00	1.396063578624778359e+02	2.402359231692679231e-01	4.026477204045527395e-06	1.432073082873154046e+00	2.846053696253683938e+03	3.614805571851476998e+03	2.330220288292589885e+03	2.460557594578734211e+02	2.208947593343379631e-02	2.425156565190237416e+03	6.589079920219805819e-01	2.180000046990450538e-05
1.466070080000000164e+00	5.999817312414963963e+05	4.500051714168516348e+00	1.396063555755725645e+02	2.402359140711475827e-01	4.026477142891219899e-06	1.432073075260078321e+00	2.846053535683153768e+03	3.614805638827529492e+03	2.330220296517692987e+03	2.460557553392456498e+02	2.208947574661847615e-02	2.425156602023619598e+03	6.589079997953982692e-01	2.179999928719556225e-05
1.468558400000000264e+00	5.999817001392575912e+05	4.500051806325172876e+00	1.396063536655113637e+02	2.402359309842069801e-01	4.026477091929296281e-06	1.432073068915848735e+00	2.846053401874378324e+03	3.614805694640906495e+03	2.330220303371945192e+03	2.460557519070557930e+02	2.208947559093904153e-02	2.425156632718106266e+03	6.589080062732460830e-01	2.180000052369397744e-05
1.470632000000000161e+00	5.999816743932692334e+05	4.500051883339662773e+00	1.396063520756453329e+02	2.402359205982804446e-01	4.026477049461027728e-06	1.432073063628990894e+00	2.846053290367065983e+03	3.614805741152053997e+03	2.330220309083822940e+03	2.460557490468976027e+02	2.208947546120618166e-02	2.425156658296843943e+03	6.589080116714525204e-01	2.179999933296920917e-05
1.472360000000000113e+00	5.999816527673776727e+05	4.500051947452022638e+00	1.396063507471363039e+02	2.402359364172033385e-01	4.026477014070802804e-06	1.432073059223275324e+00	2.846053197444304715e+03	3.614805779911343507e+03	2.330220313843720305e+03	2.460557466634324442e+02	2.208947535309545990e-02	2.425156679612460721e+03	6.589080161699577554e-01	2.180000056099243630e-05
1.473799999999999999e+00	5.999816349150593160e+05	4.500052001053968631e+00	1.396063496423199695e+02	2.402359251381110117e-01	4.026476984578949407e-06	1.432073055551846386e+00	2.846053120008671158e+03	3.614805812210751355e+03	2.330220317810301822e+03	2.460557446772114645e+02	2.208947526300319639e-02	2.425156697375474323e+03	6.589080199187119513e-01	2.179999936496026462e-05
1.475000000000000089e+00	5.999816198705104180e+05	4.500052045620686947e+00	1.396063487185263057e+02	2.402359401926601745e-01	4.026476960002404486e-06	1.432073052492321974e+00	2.846053055478976148e+03	3.614805839126924639e+03	2.330220321115785737e+03	2.460557430220273432e+02	2.208947518792630724e-02	2.425156712177985810e+03	6.589080230426739293e-01	2.180000058681870803e-05
1.475999999999999979e+00	5.999816074993626680e+05	4.500052087120741007e+00	1.396063479006419357e+02	2.402359282949364794e-01	4.026476939521949962e-06	1.432073049942718557e+00	2.846053001704230155e+03	3.614805861557069420e+03	2.330220323870356424e+03	2.460557416427072042e+02	2.208947512536223179e-02	2.425156724513412883e+03	6.589080256459755036e-01	2.179999937945477034e-05
1.477000000000000091e+00	5.999815949488668703e+05	4.500052128466334622e+00	1.396063470799758477e+02	2.402359429878327124e-01	4.026476919041496284e-06	1.432073047393114917e+00	2.846052947929484617e+03	3.614805883987213747e+03	2.330220326624927111e+03	2.460557402633871220e+02	2.208947506279815981e-02	2.425156736848839046e+03	6.589080282492769669e-01	2.180000058459903109e-05
1.477999999999999980e+00	5.999815825759354047e+05	4.500052169930361501e+00	1.396063462624777287e+02	2.402359310995811903e-01	4.026476898561042607e-06	1.432073044843511056e+00	2.846052894154738624e+03	3.614805906417358074e+03	2.330220329379497343e+03	2.460557388840669546e+02	2.208947500023408436e-02	2.425156749184265664e+03	6.589080308525785412e-01	2.179999937815496779e-05
1.479000000000000092e+00	5.999815700272221584e+05	4.500052211244985223e+00	1.396063454422294114e+02	2.402359457816829469e-01	4.026476878080588929e-06	1.432073042293907639e+00	2.846052840379992631e+03	3.614805928847502400e+03	2.330220332134067576e+03	2.460557375047468724e+02	2.208947493767001238e-02	2.425156761519692282e+03	6.589080334558800045e-01	2.180000058238491068e-05
1.479999999999999982e+00	5.999815576525074430e+05	4.500052252677441800e+00	1.396063446250640538e+02	2.402359339027924645e-01	4.026476857600134405e-06	1.432073039744303999e+00	2.846052786605247093e+03	3.614805951277647182e+03	2.330220334888638263e+03	2.460557361254267335e+02	2.208947487510593694e-02	2.425156773855119354e+03	6.589080360591814678e-01	2.179999937684228017e-05
1.481000000000000094e+00	5.999815451055766316e+05	4.500052293965381978e+00	1.396063438051819219e+02	2.402359485743975620e-01	4.026476837119679881e-06	1.432073037194700360e+00	2.846052732830501554e+03	3.614805973707791054e+03	2.330220337643208040e+03	2.460557347461066229e+02	2.208947481254186496e-02	2.425156786190546882e+03	6.589080386624825980e-01	2.180000058017687875e-05
1.481999999999999984e+00	5.999815327290806454e+05	4.500052335370486212e+00	1.396063429882987919e+02	2.402359367047481320e-01	4.026476816639226203e-06	1.432073034645096721e+00	2.846052679055755561e+03	3.614805996137935836e+03	2.330220340397778727e+03	2.460557333667865123e+02	2.208947474997779298e-02	2.425156798525974864e+03	6.589080412657840613e-01	2.179999937551690061e-05
1.483000000000000096e+00	5.999815201839302899e+05	4.500052376635781393e+00	1.396063421687344146e+02	2.402359513661506407e-01	4.026476796158772526e-06	1.432073032095493081e+00	2.846052625281010023e+03	3.614806018568080162e+03	2.330220343152348960e+03	2.460557319874664017e+02	2.208947468741371753e-02	2.425156810861401937e+03	6.589080438690855246e-01	2.180000057797527410e-05
1.483999999999999986e+00	5.999815078056540806e+05	4.500052418017554068e+00	1.396063413520851952e+02	2.402359395056216096e-01	4.026476775678318001e-06	1.432073029545889442e+00	2.846052571506264030e+03	3.614806040998224034e+03	2.330220345906919192e+03	2.460557306081462627e+02	2.208947462484964208e-02	2.425156823196829009e+03	6.589080464723866548e-01	2.179999937417945592e-05
1.485000000000000098e+00	5.999814952622830169e+05	4.500052459264094473e+00	1.396063405327918474e+02	2.402359541571001122e-01	4.026476755197864324e-06	1.432073026996285803e+00	2.846052517731518037e+03	3.614806063428369271e+03	2.330220348661489879e+03	2.460557292288261522e+02	2.208947456228557010e-02	2.425156835532256991e+03	6.589080490756881181e-01	2.180000057577958852e-05
1.485999999999999988e+00	5.999814828822276322e+05	4.500052500626347651e+00	1.396063397163308366e+02	2.402359423055732690e-01	4.026476734717410647e-06	1.432073024446682163e+00	2.846052463956772499e+03	3.614806085858513597e+03	2.330220351416060566e+03	2.460557278495060416e+02	2.208947449972149812e-02	2.425156847867684519e+03	6.589080516789894704e-01	2.179999937283006467e-05
1.487000000000000099e+00	5.999814703406350454e+05	4.500052541857917809e+00	1.396063388972631003e+02	2.402359569474034062e-01	4.026476714236956122e-06	1.432073021897078524e+00	2.846052410182026506e+03	3.614806108288657470e+03	2.330220354170630799e+03	2.460557264701859026e+02	2.208947443715742268e-02	2.425156860203112956e+03	6.589080542822906006e-01	2.180000057358987960e-05
1.487999999999999989e+00	5.999814579588023480e+05	4.500052583204286805e+00	1.396063380809467276e+02	2.402359451047514083e-01	4.026476693756502445e-06	1.432073019347474885e+00	2.846052356407280968e+03	3.614806130718802706e+03	2.330220356925201031e+03	2.460557250908657920e+02	2.208947437459334723e-02	2.425156872538540938e+03	6.589080568855919529e-01	2.179999937146829658e-05
1.489000000000000101e+00	5.999814454189859098e+05	4.500052624424483838e+00	1.396063372620612597e+02	2.402359597372126232e-01	4.026476673276047920e-06	1.432073016797871245e+00	2.846052302632535429e+03	3.614806153148946578e+03	2.330220359679771263e+03	2.460557237115456815e+02	2.208947431202927872e-02	2.425156884873968920e+03	6.589080594888928610e-01	2.180000057140637774e-05
1.489999999999999991e+00	5.999814330353771802e+05	4.500052665758546233e+00	1.396063364458466367e+02	2.402359479033064349e-01	4.026476652795594243e-06	1.432073014248267828e+00	2.846052248857789436e+03	3.614806175579091359e+03	2.330220362434341951e+03	2.460557223322255709e+02	2.208947424946520674e-02	2.425156897209397357e+03	6.589080620921941023e-01	2.179999937009432443e-05
1.491000000000000103e+00	5.999814204973358428e+05	4.500052706970830485e+00	1.396063356271019416e+02	2.402359625266684007e-01	4.026476632315140566e-06	1.432073011698663967e+00	2.846052195083043898e+03	3.614806198009235686e+03	2.330220365188912183e+03	2.460557209529054603e+02	2.208947418690112782e-02	2.425156909544824885e+03	6.589080646954954545e-01	2.180000056922866959e-05
1.491999999999999993e+00	5.999814081119517796e+05	4.500052748295916061e+00	1.396063348109491074e+02	2.402359507013795137e-01	4.026476611834686041e-06	1.432073009149060550e+00	2.846052141308297905e+03	3.614806220439380013e+03	2.330220367943482415e+03	2.460557195735853213e+02	2.208947412433705584e-02	2.425156921880254231e+03	6.589080672987963627e-01	2.179999936870824311e-05
1.493000000000000105e+00	5.999813955756851938e+05	4.500052789503635076e+00	1.396063339923050250e+02	2.402359653159158448e-01	4.026476591354232364e-06	1.432073006599456910e+00	2.846052087533551912e+03	3.614806242869524340e+03	2.330220370698053102e+03	2.460557181942652107e+02	2.208947406177298386e-02	2.425156934215682668e+03	6.589080699020973819e-01	2.180000056705740905e-05
1.493999999999999995e+00	5.999813831885284744e+05	4.500052830823057626e+00	1.396063331761742177e+02	2.402359534991075074e-01	4.026476570873778687e-06	1.432073004049853049e+00	2.846052033758806374e+03	3.614806265299668667e+03	2.330220373452622880e+03	2.460557168149450717e+02	2.208947399920890842e-02	2.425156946551112014e+03	6.589080725053986232e-01	2.179999936730999500e-05
1.495000000000000107e+00	5.999813706540339626e+05	4.500052872029407069e+00	1.396063323575922936e+02	2.402359681050855733e-01	4.026476550393325009e-06	1.432073001500249632e+00	2.846051979984060381e+03	3.614806287729813448e+03	2.330220376207193567e+03	2.460557154356249612e+02	2.208947393664483297e-02	2.425156958886539996e+03	6.589080751086997534e-01	2.180000056489223698e-05
1.495999999999999996e+00	5.999813582651037723e+05	4.500052913346362260e+00	1.396063315414452006e+02	2.402359562966225048e-01	4.026476529912870485e-06	1.432072998950645992e+00	2.846051926209314843e+03	3.614806310159957775e+03	2.330220378961763799e+03	2.460557140563048506e+02	2.208947387408076099e-02	2.425156971221969343e+03	6.589080777120006616e-01	2.179999936589957672e-05
1.497000000000000108e+00	5.999813457323830808e+05	4.500052954554580431e+00	1.396063307228865824e+02	2.402359708943166416e-01	4.026476509432416807e-06	1.432072996401042353e+00	2.846051872434569304e+03	3.614806332590102102e+03	2.330220381716334487e+03	2.460557126769847400e+02	2.208947381151668901e-02	2.425156983557398689e+03	6.589080803153015697e-01	2.180000056273372259e-05
1.497999999999999998e+00	5.999813333416800015e+05	4.500052995872240835e+00	1.396063299066851187e+02	2.402359590940554013e-01	4.026476488951962283e-06	1.432072993851438714e+00	2.846051818659823311e+03	3.614806355020246428e+03	2.330220384470904719e+03	2.460557112976646010e+02	2.208947374895261356e-02	2.425156995892828036e+03	6.589080829186024779e-01	2.179999936447684597e-05
1.499000000000000110e+00	5.999813208107306855e+05	4.500053037085328889e+00	1.396063290881137959e+02	2.402359736837320348e-01	4.026476468471508606e-06	1.432072991301835074e+00	2.846051764885077773e+03	3.614806377450390755e+03	2.330220387225474951e+03	2.460557099183444905e+02	2.208947368638854158e-02	2.425157008228257382e+03	6.589080855219033861e-01	2.180000056058145253e-05
