xcoord (m)	temperature (K)	B_field (T)	T_cur_sharing (K)
4.800000000000000711e+00	4.505821956227234359e+00	0.000000000000000000e+00	1.621670120032514717e+01
4.850000000000000533e+00	4.505882334238405562e+00	0.000000000000000000e+00	1.621670120032514717e+01
4.900000000000000355e+00	4.505942706334693071e+00	0.000000000000000000e+00	1.621670120032514717e+01
4.950000000000000178e+00	4.506003072915408580e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.000000000000000000e+00	4.506063417503023416e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.050000000000000711e+00	4.506123734615166576e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.100000000000000533e+00	4.506184067807209814e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.150000000000000355e+00	4.506244376184907807e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.200000000000000178e+00	4.506304683709664083e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.250000000000000000e+00	4.506364989015592570e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.300000000000000711e+00	4.506425300727339156e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.350000000000000533e+00	4.506485609633183564e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.400000000000000355e+00	4.506545891100499190e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.450000000000000178e+00	4.506606184563908712e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.500000000000000000e+00	4.506666473421213404e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.550000000000000711e+00	4.506726729643856899e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.600000000000000533e+00	4.506786996325279127e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.650000000000000355e+00	4.506847284040310875e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.700000000000000178e+00	4.506907541611707479e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.750000000000000000e+00	4.506967804438933634e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.800000000000000711e+00	4.507028083357667469e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.850000000000000533e+00	4.507088321555097643e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.900000000000000355e+00	4.507148572839679623e+00	0.000000000000000000e+00	1.621670120032514717e+01
5.950000000000000178e+00	4.507208821619184569e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.000000000000000000e+00	4.507269059678058909e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.050000000000000711e+00	4.507329269869830846e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.100000000000000533e+00	4.507389485042683219e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.150000000000000355e+00	4.507449689707994978e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.200000000000000178e+00	4.507509900921176538e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.250000000000000000e+00	4.507570115470078242e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.300000000000000711e+00	4.507630313732541083e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.350000000000000533e+00	4.507690504400343023e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.400000000000000355e+00	4.507750699181613641e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.450000000000000178e+00	4.507810886890793789e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.500000000000000000e+00	4.507871068184837071e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.550000000000000711e+00	4.507931221757564444e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.600000000000000533e+00	4.507991359850197277e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.650000000000000355e+00	4.508051521032997222e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.700000000000000178e+00	4.508111679691879203e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.750000000000000000e+00	4.508171831398685825e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.800000000000000711e+00	4.508231960526364546e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.850000000000000533e+00	4.508292068962466814e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.900000000000000355e+00	4.508352185933756751e+00	0.000000000000000000e+00	1.621670120032514717e+01
6.950000000000000178e+00	4.508412316761122085e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.000000000000000000e+00	4.508472439634172879e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.050000000000000711e+00	4.508532544788144136e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.100000000000000533e+00	4.508592668622754651e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.150000000000000355e+00	4.508652775984493211e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.200000000000000178e+00	4.508712873492210171e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.250000000000000000e+00	4.508772974827667923e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.300000000000000711e+00	4.508833053293082926e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.350000000000000533e+00	4.508893134734171859e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.400000000000000355e+00	4.508953218849229394e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.450000000000000178e+00	4.509013297206260873e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.500000000000000000e+00	4.509073380628752403e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.550000000000000711e+00	4.509133432398830799e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.600000000000000533e+00	4.509193477235288405e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.650000000000000355e+00	4.509253523441119960e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.700000000000000178e+00	4.509313573969399691e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.750000000000000000e+00	4.509373599637718222e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.800000000000000711e+00	4.509433641891921418e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.850000000000000533e+00	4.509493672224331284e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.900000000000000355e+00	4.509553706233234927e+00	0.000000000000000000e+00	1.621670120032514717e+01
7.950000000000000178e+00	4.509613708797747478e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.000000000000000000e+00	4.509673717395970449e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.050000000000000711e+00	4.509733710883461200e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.099999999999999645e+00	4.509793686043890304e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.150000000000000355e+00	4.509853669977259116e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.200000000000001066e+00	4.509913666776168562e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.250000000000000000e+00	4.509973622905063095e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.300000000000000711e+00	4.510033586595247890e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.349999999999999645e+00	4.510093576712029595e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.400000000000000355e+00	4.510153555672060222e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.450000000000001066e+00	4.510213499986854835e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.500000000000000000e+00	4.510273469581639105e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.550000000000000711e+00	4.510333446088466758e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.599999999999999645e+00	4.510393399328499697e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.650000000000000355e+00	4.510453331434313817e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.700000000000001066e+00	4.510513264441468273e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.750000000000000000e+00	4.510573180353202538e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.800000000000000711e+00	4.510633102340019462e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.849999999999999645e+00	4.510693034495875331e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.900000000000000355e+00	4.510752936699674365e+00	0.000000000000000000e+00	1.621670120032514717e+01
8.950000000000001066e+00	4.510812841954024321e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.000000000000000000e+00	4.510872725125862459e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.050000000000000711e+00	4.510932615538528090e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.099999999999999645e+00	4.510992509792098204e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.150000000000000355e+00	4.511052382238021963e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.200000000000001066e+00	4.511112250863081208e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.250000000000000000e+00	4.511172108285335547e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.300000000000000711e+00	4.511231980171901412e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.349999999999999645e+00	4.511291834821649083e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.400000000000000355e+00	4.511351700769494322e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.450000000000001066e+00	4.511411559035265029e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.500000000000000000e+00	4.511471380915159202e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.550000000000000711e+00	4.511531221817153714e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.600000000000001421e+00	4.511591071439859491e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.650000000000000355e+00	4.511650919852846719e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.700000000000001066e+00	4.511710721847129513e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.750000000000000000e+00	4.511770453568610506e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.800000000000000711e+00	4.511830095493650106e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.850000000000001421e+00	4.511889118385506769e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.900000000000000355e+00	4.511945988446474765e+00	0.000000000000000000e+00	1.621670120032514717e+01
9.950000000000001066e+00	4.511993715005206518e+00	0.000000000000000000e+00	1.621670120032514717e+01
1.000000000000000000e+01	4.512010702559574149e+00	0.000000000000000000e+00	1.621670120032514717e+01
