xcoord (m)	temperature (K)
6.600000000000000533e+00	4.507991360103507539e+00
6.650000000000000355e+00	4.508051523761503532e+00
6.700000000000000178e+00	4.508111676047017014e+00
6.750000000000000000e+00	4.508171826047012942e+00
6.800000000000000711e+00	4.508231955453105400e+00
6.850000000000000533e+00	4.508292067104784806e+00
6.900000000000000355e+00	4.508352188356981038e+00
6.950000000000000178e+00	4.508412317884489262e+00
7.000000000000000000e+00	4.508472440451242846e+00
7.050000000000000711e+00	4.508532546761716553e+00
7.100000000000000533e+00	4.508592675839059538e+00
7.150000000000000355e+00	4.508652779201500316e+00
7.200000000000000178e+00	4.508712875254157204e+00
7.250000000000000000e+00	4.508772986059613075e+00
7.300000000000000711e+00	4.508833059922597641e+00
7.350000000000000533e+00	4.508893139551833684e+00
7.400000000000000355e+00	4.508953219581639971e+00
7.450000000000000178e+00	4.509013296466279463e+00
7.500000000000000000e+00	4.509073375938595696e+00
7.550000000000000711e+00	4.509133423588592926e+00
7.600000000000000533e+00	4.509193481188240149e+00
7.650000000000000355e+00	4.509253523911940675e+00
7.700000000000000178e+00	4.509313574411052628e+00
7.750000000000000000e+00	4.509373596327185041e+00
7.800000000000000711e+00	4.509433642788758689e+00
7.850000000000000533e+00	4.509493667407999951e+00
7.900000000000000355e+00	4.509553702713970047e+00
7.950000000000000178e+00	4.509613705926303950e+00
8.000000000000000000e+00	4.509673715567800834e+00
8.050000000000000711e+00	4.509733705654790370e+00
8.099999999999999645e+00	4.509793684902009936e+00
8.150000000000000355e+00	4.509853671355417148e+00
8.200000000000001066e+00	4.509913666975725377e+00
8.250000000000000000e+00	4.509973627794424900e+00
8.300000000000000711e+00	4.510033594398639600e+00
8.349999999999999645e+00	4.510093582401416334e+00
8.400000000000000355e+00	4.510153561459763871e+00
8.450000000000001066e+00	4.510213505323976690e+00
8.500000000000000000e+00	4.510273476200316267e+00
8.550000000000000711e+00	4.510333451287813489e+00
8.599999999999999645e+00	4.510393401350085263e+00
8.650000000000000355e+00	4.510453331306414348e+00
8.700000000000001066e+00	4.510513264614599116e+00
8.750000000000000000e+00	4.510573182247559210e+00
8.800000000000000711e+00	4.510633106781031465e+00
8.849999999999999645e+00	4.510693034929180278e+00
8.900000000000000355e+00	4.510752934672754400e+00
8.950000000000001066e+00	4.510812837066676906e+00
9.000000000000000000e+00	4.510872717682327782e+00
9.050000000000000711e+00	4.510932606811153711e+00
9.099999999999999645e+00	4.510992510687563239e+00
9.150000000000000355e+00	4.511052381522718591e+00
9.200000000000001066e+00	4.511112253407507211e+00
9.250000000000000000e+00	4.511172109854588719e+00
9.300000000000000711e+00	4.511231984839895404e+00
9.349999999999999645e+00	4.511291840507301032e+00
9.400000000000000355e+00	4.511351708199751620e+00
9.450000000000001066e+00	4.511411567094128827e+00
9.500000000000000000e+00	4.511471387052175430e+00
9.550000000000000711e+00	4.511531226836749120e+00
9.600000000000001421e+00	4.511591076988032079e+00
9.650000000000000355e+00	4.511650918054325388e+00
9.700000000000001066e+00	4.511710729797518304e+00
9.750000000000000000e+00	4.511770460071247157e+00
9.800000000000000711e+00	4.511830125288407878e+00
9.850000000000001421e+00	4.511889268425767874e+00
9.900000000000000355e+00	4.511946255642998338e+00
9.950000000000001066e+00	4.511996216129507964e+00
1.000000000000000000e+01	4.512012926112019429e+00
