xcoord (m)	pressure (Pa)	temperature (K)	total_density (kg/m^3)	velocity (m/s)	total_dynamic_viscosity (J/kg)	total_gruneisen (~)	total_enthalpy (m/s)	total_isobaric_specific_heat (J/kg/K)	total_isochoric_specific_heat (J/kg/K)	total_speed_of_sound (W/m/K)	total_thermal_conductivity (Pa*s)	Reynolds (~)	Prandtl (~)	mass_flow_rate (kg/s)
5.000000000000000000e-01	5.995006899934514659e+05	4.500609845812532761e+00	1.395872539481243280e+02	1.196179339531904917e+00	4.025684537690309379e-06	1.431974744398471167e+00	2.843956797444086533e+03	3.615667188010661448e+03	2.330328111350209838e+03	2.460024882933692822e+02	2.208707560120813651e-02	3.319108453541566851e+05	6.590069122329871298e-01	8.392816879884188938e-03
5.500000000000000444e-01	5.994507551478038076e+05	4.500670825723243063e+00	1.395852502629068681e+02	1.196196558148006073e+00	4.025601930113588874e-06	1.431964630737208477e+00	2.843732085366048523e+03	3.615754404559671457e+03	2.330339827562177561e+03	2.459969815412118805e+02	2.208683380992249382e-02	3.319176563481640769e+05	6.590164998331737856e-01	8.392817216558033991e-03
6.000000000000000888e-01	5.994008189475531690e+05	4.500731720415800829e+00	1.395832473992812197e+02	1.196213730385406571e+00	4.025519322536867521e-06	1.431954517075945787e+00	2.843507373288009603e+03	3.615841621108681011e+03	2.330351543774146194e+03	2.459914747890544504e+02	2.208659201863685112e-02	3.319244676217079978e+05	6.590260869908701746e-01	8.392817273763926791e-03
6.500000000000000222e-01	5.993508826711433940e+05	4.500792543692735848e+00	1.395812452241438848e+02	1.196230944587048484e+00	4.025436714960146168e-06	1.431944403414683098e+00	2.843282661209971138e+03	3.615928837657690565e+03	2.330363259986113917e+03	2.459859680368970203e+02	2.208635022735120496e-02	3.319312791748054442e+05	6.590356737060618642e-01	8.392817663333300079e-03
7.000000000000000666e-01	5.993009450190309435e+05	4.500853431800663884e+00	1.395792420660681614e+02	1.196248132781548179e+00	4.025354107383424815e-06	1.431934289753420630e+00	2.843057949131932219e+03	3.616016054206700574e+03	2.330374976198082550e+03	2.459804612847396186e+02	2.208610843606556573e-02	3.319380910074739368e+05	6.590452599787343102e-01	8.392817807869486918e-03
7.500000000000000000e-01	5.992510073119360022e+05	4.500914343857262523e+00	1.395772384501446481e+02	1.196265347676629176e+00	4.025271499806703462e-06	1.431924176092157719e+00	2.842833237053893754e+03	3.616103270755710128e+03	2.330386692410050273e+03	2.459749545325822169e+02	2.208586664477992303e-02	3.319449031197304721e+05	6.590548458088729689e-01	8.392818108741114877e-03
8.000000000000000444e-01	5.992010682108829496e+05	4.500975124434832608e+00	1.395752362119624763e+02	1.196282550753740681e+00	4.025188892229982109e-06	1.431914062430895251e+00	2.842608524975855744e+03	3.616190487304719682e+03	2.330398408622017996e+03	2.459694477804247867e+02	2.208562485349427687e-02	3.319517155115922797e+05	6.590644311964635182e-01	8.392818406078509166e-03
8.500000000000000888e-01	5.991511290711555630e+05	4.501035980561921335e+00	1.395732328957523976e+02	1.196299773639209363e+00	4.025106284653261603e-06	1.431903948769632340e+00	2.842383812897816824e+03	3.616277703853729690e+03	2.330410124833986629e+03	2.459639410282673850e+02	2.208538306220863764e-02	3.319585281830765307e+05	6.590740161414913034e-01	8.392818774097671186e-03
9.000000000000000222e-01	5.991011885199944954e+05	4.501096759662516433e+00	1.395712303021414584e+02	1.196316974494613605e+00	4.025023677076540250e-06	1.431893835108369872e+00	2.842159100819778359e+03	3.616364920402739244e+03	2.330421841045954352e+03	2.459584342761099549e+02	2.208514127092299495e-02	3.319653411342005711e+05	6.590836006439415584e-01	8.392819027547251953e-03
9.500000000000000666e-01	5.990512479497374734e+05	4.501157613686071812e+00	1.395692266383311448e+02	1.196334194393600781e+00	4.024941069499818897e-06	1.431883721447107183e+00	2.841934388741739440e+03	3.616452136951748798e+03	2.330433557257922985e+03	2.459529275239525248e+02	2.208489947963734878e-02	3.319721543649816886e+05	6.590931847038000724e-01	8.392819346778103776e-03
1.000000000000000000e+00	5.990013059475142509e+05	4.501218393808081863e+00	1.395672236591965998e+02	1.196351400513229413e+00	4.024858461923097544e-06	1.431873607785844271e+00	2.841709676663700975e+03	3.616539353500758352e+03	2.330445273469890708e+03	2.459474207717951231e+02	2.208465768835170609e-02	3.319789678754368797e+05	6.591027683210520793e-01	8.392819607046110575e-03
1.050000000000000044e+00	5.989513639434350189e+05	4.501279264760753129e+00	1.395652194186095301e+02	1.196368622211770427e+00	4.024775854346376191e-06	1.431863494124581804e+00	2.841484964585662510e+03	3.616626570049768361e+03	2.330456989681858886e+03	2.459419140196377214e+02	2.208441589706606339e-02	3.319857816655835486e+05	6.591123514956831464e-01	8.392819897281364808e-03
1.100000000000000089e+00	5.989014204895455623e+05	4.501340108170066578e+00	1.395632153043254391e+02	1.196385833040344293e+00	4.024693246769655685e-06	1.431853380463319114e+00	2.841260252507623591e+03	3.616713786598777915e+03	2.330468705893826609e+03	2.459364072674802912e+02	2.208417410578042070e-02	3.319925957354385755e+05	6.591219342276788407e-01	8.392820115387684271e-03
1.150000000000000133e+00	5.988514770575310104e+05	4.501400931568254826e+00	1.395612112632441892e+02	1.196403056903260875e+00	4.024610639192934332e-06	1.431843266802056203e+00	2.841035540429585581e+03	3.616801003147787469e+03	2.330480422105795242e+03	2.459309005153228895e+02	2.208393231449477800e-02	3.319994100850197137e+05	6.591315165170243962e-01	8.392820425865182149e-03
1.200000000000000178e+00	5.988015321525661275e+05	4.501461789317722229e+00	1.395592066028070803e+02	1.196420268799504916e+00	4.024528031616212979e-06	1.431833153140793735e+00	2.840810828351547116e+03	3.616888219696797478e+03	2.330492138317762965e+03	2.459253937631654594e+02	2.208369052320913531e-02	3.320062247143437853e+05	6.591410983637053800e-01	8.392820611680255546e-03
1.250000000000000000e+00	5.987515872869092273e+05	4.501522566783386914e+00	1.395572027418486982e+02	1.196437497336209965e+00	4.024445424039491626e-06	1.431823039479531046e+00	2.840586116273508196e+03	3.616975436245807032e+03	2.330503854529731598e+03	2.459198870110080293e+02	2.208344873192348914e-02	3.320130396234282525e+05	6.591506797677073592e-01	8.392820958836656395e-03
1.300000000000000044e+00	5.987016409316335339e+05	4.501583297768622316e+00	1.395551992346426857e+02	1.196454703601084413e+00	4.024362816462770273e-06	1.431812925818268356e+00	2.840361404195469731e+03	3.617062652794816586e+03	2.330515570741699321e+03	2.459143802588506276e+02	2.208320694063784992e-02	3.320198548122902284e+05	6.591602607290154570e-01	8.392821167565848312e-03
1.350000000000000089e+00	5.986516946332819061e+05	4.501644028751509374e+00	1.395531955609374961e+02	1.196471945815787308e+00	4.024280208886048920e-06	1.431802812157005667e+00	2.840136692117430812e+03	3.617149869343826595e+03	2.330527286953667499e+03	2.459088735066932259e+02	2.208296514935220722e-02	3.320266702809468843e+05	6.591698412476154623e-01	8.392821614991264473e-03
1.400000000000000133e+00	5.986017468277687440e+05	4.501704787453339129e+00	1.395511913469470642e+02	1.196489156211274718e+00	4.024197601309328414e-06	1.431792698495743199e+00	2.839911980039392802e+03	3.617237085892836149e+03	2.330539003165635677e+03	2.459033667545357957e+02	2.208272335806656106e-02	3.320334860294154496e+05	6.591794213234929423e-01	8.392821803252834001e-03
1.450000000000000178e+00	5.985517990963240154e+05	4.501765547840355097e+00	1.395491869464817967e+02	1.196506392618368775e+00	4.024114993732607061e-06	1.431782584834480287e+00	2.839687267961354337e+03	3.617324302441845703e+03	2.330550719377603400e+03	2.458978600023783940e+02	2.208248156678092183e-02	3.320403020577133284e+05	6.591890009566327979e-01	8.392822159288597372e-03
1.500000000000000000e+00	5.985018498389648739e+05	4.501826243212367906e+00	1.395471831224557775e+02	1.196523614378733447e+00	4.024032386155885708e-06	1.431772471173217820e+00	2.839462555883315417e+03	3.617411518990855711e+03	2.330562435589572033e+03	2.458923532502209923e+02	2.208223977549527914e-02	3.320471183658577502e+05	6.591985801470210404e-01	8.392822443782992428e-03
1.550000000000000044e+00	5.984519006728334352e+05	4.501886952475230963e+00	1.395451789654725303e+02	1.196540863596577742e+00	4.023949778579164355e-06	1.431762357511954908e+00	2.839237843805276952e+03	3.617498735539865265e+03	2.330574151801539756e+03	2.458868464980635622e+02	2.208199798420963297e-02	3.320539349538657116e+05	6.592081588946429038e-01	8.392822897376047905e-03
1.600000000000000089e+00	5.984019499648687197e+05	4.501947731482239590e+00	1.395431737607210607e+02	1.196558080046687289e+00	4.023867171002443002e-06	1.431752243850692441e+00	2.839013131727238033e+03	3.617585952088874819e+03	2.330585868013508389e+03	2.458813397459061321e+02	2.208175619292399028e-02	3.320607518217546749e+05	6.592177371994838442e-01	8.392823054638351779e-03
1.650000000000000133e+00	5.983519993620284367e+05	4.502008444309513635e+00	1.395411691882111995e+02	1.196575325311443283e+00	4.023784563425721649e-06	1.431742130189429751e+00	2.838788419649200023e+03	3.617673168637884373e+03	2.330597584225476112e+03	2.458758329937487304e+02	2.208151440163835105e-02	3.320675689695417532e+05	6.592273150615290955e-01	8.392823448563815208e-03
1.700000000000000178e+00	5.983020472048808588e+05	4.502069209171281727e+00	1.395391637808875771e+02	1.196592554515177431e+00	4.023701955849001143e-06	1.431732016528166840e+00	2.838563707571161103e+03	3.617760385186894382e+03	2.330609300437444290e+03	2.458703262415913002e+02	2.208127261035270489e-02	3.320743863972441177e+05	6.592368924807647801e-01	8.392823676151723797e-03
1.750000000000000000e+00	5.982520951668794733e+05	4.502129895220850386e+00	1.395371591586790316e+02	1.196609801676095097e+00	4.023619348272279790e-06	1.431721902866904372e+00	2.838338995493122638e+03	3.617847601735903936e+03	2.330621016649412468e+03	2.458648194894338985e+02	2.208103081906706219e-02	3.320812041048792307e+05	6.592464694571755768e-01	8.392824073437669258e-03
1.800000000000000044e+00	5.982021415598148014e+05	4.502190563177485672e+00	1.395351545467623566e+02	1.196627031508044725e+00	4.023536740695558437e-06	1.431711789205641683e+00	2.838114283415084174e+03	3.617934818284913490e+03	2.330632732861380646e+03	2.458593127372764968e+02	2.208078902778142297e-02	3.320880220924642636e+05	6.592560459907473858e-01	8.392824346326146698e-03
1.850000000000000089e+00	5.981521880863812985e+05	4.502251228941959837e+00	1.395331497968593624e+02	1.196644272920797336e+00	4.023454133118837084e-06	1.431701675544378993e+00	2.837889571337045254e+03	3.618022034833923499e+03	2.330644449073348369e+03	2.458538059851190383e+02	2.208054723649577680e-02	3.320948403600163292e+05	6.592656220814655521e-01	8.392824688666131183e-03
1.900000000000000133e+00	5.981022330282514449e+05	4.502311915951816346e+00	1.395311445825151395e+02	1.196661511122956822e+00	4.023371525542115732e-06	1.431691561883116304e+00	2.837664859259006789e+03	3.618109251382933053e+03	2.330656165285316547e+03	2.458482992329616366e+02	2.208030544521013411e-02	3.321016589075528318e+05	6.592751977293155319e-01	8.392824977077497153e-03
1.950000000000000178e+00	5.980522781169406371e+05	4.502372605242204173e+00	1.395291391765216247e+02	1.196678765309519887e+00	4.023288917965395226e-06	1.431681448221853614e+00	2.837440147180968324e+03	3.618196467931942607e+03	2.330667881497284725e+03	2.458427924808042349e+02	2.208006365392448794e-02	3.321084777350908844e+05	6.592847729342830032e-01	8.392825362591534513e-03
2.000000000000000000e+00	5.980023216095273383e+05	4.502433315470610431e+00	1.395271333093698445e+02	1.196696007749094015e+00	4.023206310388673873e-06	1.431671334560590925e+00	2.837215435102929860e+03	3.618283684480952616e+03	2.330679597709252903e+03	2.458372857286468047e+02	2.207982186263884872e-02	3.321152968426478328e+05	6.592943476963527560e-01	8.392825634501985266e-03
2.050000000000000266e+00	5.979523652611621656e+05	4.502493953815653427e+00	1.395251281455498997e+02	1.196713267545730375e+00	4.023123702811952520e-06	1.431661220899328235e+00	2.836990723024890940e+03	3.618370901029961715e+03	2.330691313921221081e+03	2.458317789764894030e+02	2.207958007135320602e-02	3.321221162302407902e+05	6.593039220155108016e-01	8.392826066971954824e-03
2.100000000000000089e+00	5.979024073047648417e+05	4.502554695184907807e+00	1.395231215299046141e+02	1.196730501465126828e+00	4.023041095235231167e-06	1.431651107238065546e+00	2.836766010946852475e+03	3.618458117578971724e+03	2.330703030133189259e+03	2.458262722243320013e+02	2.207933828006756333e-02	3.321289358978873352e+05	6.593134958917425958e-01	8.392826227149660992e-03
2.149999999999999911e+00	5.978524495140726212e+05	4.502615393181527814e+00	1.395211152738250746e+02	1.196747755413565040e+00	4.022958487658509814e-06	1.431640993576803078e+00	2.836541298868814010e+03	3.618545334127981732e+03	2.330714746345156982e+03	2.458207654721745712e+02	2.207909648878192063e-02	3.321357558456042898e+05	6.593230693250332619e-01	8.392826545944609765e-03
2.200000000000000178e+00	5.978024901085770689e+05	4.502676044867622629e+00	1.395191093675436491e+02	1.196765003541832240e+00	4.022875880081789308e-06	1.431630879915540167e+00	2.836316586790775546e+03	3.618632550676990832e+03	2.330726462557125160e+03	2.458152587200171411e+02	2.207885469749627794e-02	3.321425760734090582e+05	6.593326423153685889e-01	8.392826841485429012e-03
2.250000000000000000e+00	5.977525308799454942e+05	4.502736687156493112e+00	1.395171034113947428e+02	1.196782262924509732e+00	4.022793272505067955e-06	1.431620766254277477e+00	2.836091874712737081e+03	3.618719767226000840e+03	2.330738178769093338e+03	2.458097519678597394e+02	2.207861290621063177e-02	3.321493965813191026e+05	6.593422148627340329e-01	8.392827209473492645e-03
2.300000000000000266e+00	5.977025700255158590e+05	4.502797368272103640e+00	1.395150967773151365e+02	1.196799507170939192e+00	4.022710664928346602e-06	1.431610652593015010e+00	2.835867162634698616e+03	3.618806983775010849e+03	2.330749894981061516e+03	2.458042452157023092e+02	2.207837111492499255e-02	3.321562173693514778e+05	6.593517869671144949e-01	8.392827427052320863e-03
2.350000000000000089e+00	5.976526093567573698e+05	4.502858048739494023e+00	1.395130899879087565e+02	1.196816773100809694e+00	4.022628057351625249e-06	1.431600538931752098e+00	2.835642450556659696e+03	3.618894200324019948e+03	2.330761611193029694e+03	2.457987384635449075e+02	2.207812932363934638e-02	3.321630384375234717e+05	6.593613586284959860e-01	8.392827783866225674e-03
2.400000000000000355e+00	5.976026470530548831e+05	4.502918708699615635e+00	1.395110832365198803e+02	1.196834029107934239e+00	4.022545449774903896e-06	1.431590425270489408e+00	2.835417738478621231e+03	3.618981416873029957e+03	2.330773327404997872e+03	2.457932317113875058e+02	2.207788753235370716e-02	3.321698597858523135e+05	6.593709298468636293e-01	8.392828069900444554e-03
2.450000000000000178e+00	5.975526849421574734e+05	4.502979375957667507e+00	1.395090762340886670e+02	1.196851282293557972e+00	4.022462842198182543e-06	1.431580311609226941e+00	2.835193026400582312e+03	3.619068633422039511e+03	2.330785043616965595e+03	2.457877249592300757e+02	2.207764574106806099e-02	3.321766814143554075e+05	6.593805006222032139e-01	8.392828317565262028e-03
2.500000000000000000e+00	5.975027211894347565e+05	4.503039998370324426e+00	1.395070695635106404e+02	1.196868542610524555e+00	4.022380234621461190e-06	1.431570197947964029e+00	2.834968314322543847e+03	3.619155849971049065e+03	2.330796759828933773e+03	2.457822182070726740e+02	2.207740394978241830e-02	3.321835033230498666e+05	6.593900709544997518e-01	8.392828631720772661e-03
2.550000000000000266e+00	5.974527576393837808e+05	4.503100565646541931e+00	1.395050633963195423e+02	1.196885807681785874e+00	4.022297627044740684e-06	1.431560084286701562e+00	2.834743602244505837e+03	3.619243066520059074e+03	2.330808476040901951e+03	2.457767114549152438e+02	2.207716215849677907e-02	3.321903255119528621e+05	6.593996408437391432e-01	8.392829006017015966e-03
2.600000000000000089e+00	5.974027924366173102e+05	4.503161155837923424e+00	1.395030567425713457e+02	1.196903062072552926e+00	4.022215019468019331e-06	1.431549970625438650e+00	2.834518890166466917e+03	3.619330283069068628e+03	2.330820192252870129e+03	2.457712047027578137e+02	2.207692036721113291e-02	3.321971479810820310e+05	6.594092102899065111e-01	8.392829272665908169e-03
2.650000000000000355e+00	5.973528274458542001e+05	4.503221720129579886e+00	1.395010502394763705e+02	1.196920325081895831e+00	4.022132411891297978e-06	1.431539856964176183e+00	2.834294178088428453e+03	3.619417499618078182e+03	2.330831908464838307e+03	2.457656979506004120e+02	2.207667857592549021e-02	3.322039707304542535e+05	6.594187792929873115e-01	8.392829605331501158e-03
2.700000000000000178e+00	5.973028607906445395e+05	4.503282342231377022e+00	1.394990428278443346e+02	1.196937585604765264e+00	4.022049804314576625e-06	1.431529743302913493e+00	2.834069466010389988e+03	3.619504716167088191e+03	2.330843624676806485e+03	2.457601911984430103e+02	2.207643678463984752e-02	3.322107937600870500e+05	6.594283478529671116e-01	8.392829862418670420e-03
2.750000000000000000e+00	5.972528943590745330e+05	4.503342976389252073e+00	1.394970351084919287e+02	1.196954871313876678e+00	4.021967196737855272e-06	1.431519629641651026e+00	2.833844753932351068e+03	3.619591932716097745e+03	2.330855340888774663e+03	2.457546844462855802e+02	2.207619499335420482e-02	3.322176170699974755e+05	6.594379159698312565e-01	8.392830274109957384e-03
2.800000000000000266e+00	5.972029262551239226e+05	4.503403602153301044e+00	1.394950272801223150e+02	1.196972125075780768e+00	4.021884589161134766e-06	1.431509515980388114e+00	2.833620041854313058e+03	3.619679149265107299e+03	2.330867057100742386e+03	2.457491776941281501e+02	2.207595320206856213e-02	3.322244406602029921e+05	6.594474836435653131e-01	8.392830451748463719e-03
2.850000000000000089e+00	5.971529583817904349e+05	4.503464156947957875e+00	1.394930201476545903e+02	1.196989404083352415e+00	4.021801981584413413e-06	1.431499402319125647e+00	2.833395329776274139e+03	3.619766365814116853e+03	2.330878773312710564e+03	2.457436709419707768e+02	2.207571141078291943e-02	3.322312645307207713e+05	6.594570508741545156e-01	8.392830844787393246e-03
2.900000000000000355e+00	5.971029888264574111e+05	4.503524730600750203e+00	1.394910125767365230e+02	1.197006673598681514e+00	4.021719374007692060e-06	1.431489288657862735e+00	2.833170617698235674e+03	3.619853582363126861e+03	2.330890489524678742e+03	2.457381641898133466e+02	2.207546961949727674e-02	3.322380886815681588e+05	6.594666176615845421e-01	8.392831141404330855e-03
2.950000000000000178e+00	5.970530195096421521e+05	4.503585350161990242e+00	1.394890042892849067e+02	1.197023965236246212e+00	4.021636766430971554e-06	1.431479174996600046e+00	2.832945905620196754e+03	3.619940798912136415e+03	2.330902205736646920e+03	2.457326574376559165e+02	2.207522782821163404e-02	3.322449131127622095e+05	6.594761840058407376e-01	8.392831546531401635e-03
3.000000000000000000e+00	5.970030485041859793e+05	4.503645869557758807e+00	1.394869970020506571e+02	1.197041234440765267e+00	4.021554158854250201e-06	1.431469061335337578e+00	2.832721193542158289e+03	3.620028015461145969e+03	2.330913921948615098e+03	2.457271506854985148e+02	2.207498603692598788e-02	3.322517378243205021e+05	6.594857499069084472e-01	8.392831851064640539e-03
3.050000000000000266e+00	5.969530777445591521e+05	4.503706467816586567e+00	1.394849885999985304e+02	1.197058526503877784e+00	4.021471551277528848e-06	1.431458947674074667e+00	2.832496481464119825e+03	3.620115232010155978e+03	2.330925638160583276e+03	2.457216439333411131e+02	2.207474424564034518e-02	3.322585628162601497e+05	6.594953153647732380e-01	8.392832245300796412e-03
3.100000000000000089e+00	5.969031052872944856e+05	4.503767011570168677e+00	1.394829806460691373e+02	1.197075795370191598e+00	4.021388943700807495e-06	1.431448834012812199e+00	2.832271769386081360e+03	3.620202448559165532e+03	2.330937354372551454e+03	2.457161371811836830e+02	2.207450245435470595e-02	3.322653880885984981e+05	6.595048803794202330e-01	8.392832500374250090e-03
3.150000000000000355e+00	5.968531330856581917e+05	4.503827512214999551e+00	1.394809730525136047e+02	1.197093081601042774e+00	4.021306336124086142e-06	1.431438720351549287e+00	2.832047057308042895e+03	3.620289665108175086e+03	2.330949070584519177e+03	2.457106304290262528e+02	2.207426066306906326e-02	3.322722136413528933e+05	6.595144449508352213e-01	8.392832895389154557e-03
3.200000000000000178e+00	5.968031591755338013e+05	4.503888025109714199e+00	1.394789650997282706e+02	1.197110353924158987e+00	4.021223728547365637e-06	1.431428606690286820e+00	2.831822345230003975e+03	3.620376881657185095e+03	2.330960786796487355e+03	2.457051236768688796e+02	2.207401887178341710e-02	3.322790394745402737e+05	6.595240090790039922e-01	8.392833167793566085e-03
3.250000000000000000e+00	5.967531855311107356e+05	4.503948504129560604e+00	1.394769573960666662e+02	1.197127656421852482e+00	4.021141120970644284e-06	1.431418493029024130e+00	2.831597633151965510e+03	3.620464098206194649e+03	2.330972503008455533e+03	2.456996169247114210e+02	2.207377708049777440e-02	3.322858655881782761e+05	6.595335727639110024e-01	8.392833663250279935e-03
3.300000000000000266e+00	5.967032101685426896e+05	4.504009040080915405e+00	1.394749487923408537e+02	1.197144933248573073e+00	4.021058513393922931e-06	1.431408379367761441e+00	2.831372921073927046e+03	3.620551314755204203e+03	2.330984219220423711e+03	2.456941101725540193e+02	2.207353528921213170e-02	3.322926919822841301e+05	6.595431360055422632e-01	8.392833921082143434e-03
3.350000000000000089e+00	5.966532350797249237e+05	4.504069555042851114e+00	1.394729402820513258e+02	1.197162232956769268e+00	4.020975905817201578e-06	1.431398265706498751e+00	2.831148208995888126e+03	3.620638531304214212e+03	2.330995935432391889e+03	2.456886034203966176e+02	2.207329349792648901e-02	3.322995186568750651e+05	6.595526988038833416e-01	8.392834341460988015e-03
3.400000000000000355e+00	5.966032582641863264e+05	4.504130116332854428e+00	1.394709309995313333e+02	1.197179513403170192e+00	4.020893298240480225e-06	1.431388152045236062e+00	2.830923496917849661e+03	3.620725747853223766e+03	2.331007651644359612e+03	2.456830966682391590e+02	2.207305170664084631e-02	3.323063456119682523e+05	6.595622611589192497e-01	8.392834576841897223e-03
3.450000000000000178e+00	5.965532817319168244e+05	4.504190613775232777e+00	1.394689223293944167e+02	1.197196814084073413e+00	4.020810690663759719e-06	1.431378038383973372e+00	2.830698784839811196e+03	3.620812964402233320e+03	2.331019367856328245e+03	2.456775899160817858e+02	2.207280991535520362e-02	3.323131728475812124e+05	6.595718230706358876e-01	8.392834987435773830e-03
3.500000000000000000e+00	5.965033034635194344e+05	4.504251127535111365e+00	1.394669132499604416e+02	1.197214103787600736e+00	4.020728083087038366e-06	1.431367924722710683e+00	2.830474072761772732e+03	3.620900180951242874e+03	2.331031084068295968e+03	2.456720831639243556e+02	2.207256812406956092e-02	3.323200003637310583e+05	6.595813845390182673e-01	8.392835292950684076e-03
3.550000000000000266e+00	5.964533254844455514e+05	4.504311601328699233e+00	1.394649044942630098e+02	1.197231416912067248e+00	4.020645475510317013e-06	1.431357811061447993e+00	2.830249360683734267e+03	3.620987397500252882e+03	2.331042800280264146e+03	2.456665764117669255e+02	2.207232633278391823e-02	3.323268281604351941e+05	6.595909455640520669e-01	8.392835778641182312e-03
3.600000000000000089e+00	5.964033457656261744e+05	4.504372198397510907e+00	1.394628940342154806e+02	1.197248706625643200e+00	4.020562867933595660e-06	1.431347697400185304e+00	2.830024648605695802e+03	3.621074614049262436e+03	2.331054516492232324e+03	2.456610696596095238e+02	2.207208454149827553e-02	3.323336562377107330e+05	6.596005061457225205e-01	8.392835994155434590e-03
3.650000000000000355e+00	5.963533663413199829e+05	4.504432659744707301e+00	1.394608850573850134e+02	1.197266000119929563e+00	4.020480260356874307e-06	1.431337583738922614e+00	2.829799936527656882e+03	3.621161830598271990e+03	2.331066232704200502e+03	2.456555629074521221e+02	2.207184275021263284e-02	3.323404845955753117e+05	6.596100662840153062e-01	8.392836321938879074e-03
3.700000000000000178e+00	5.963033851728106383e+05	4.504493189137539488e+00	1.394588750446077370e+02	1.197283287754216774e+00	4.020397652780152954e-06	1.431327470077659925e+00	2.829575224449618872e+03	3.621249047147281999e+03	2.331077948916168680e+03	2.456500561552946920e+02	2.207160095892699014e-02	3.323473132340458687e+05	6.596196259789156580e-01	8.392836542806899128e-03
