xcoord (m)	pressure (Pa)	temperature (K)	total_density (kg/m^3)	velocity (m/s)	total_dynamic_viscosity (J/kg)	total_gruneisen (~)	total_enthalpy (m/s)	total_isobaric_specific_heat (J/kg/K)	total_isochoric_specific_heat (J/kg/K)	total_speed_of_sound (W/m/K)	total_thermal_conductivity (Pa*s)	Reynolds (~)	Prandtl (~)	mass_flow_rate (kg/s)
3.350000000000000089e+00	5.966532350797248073e+05	4.504069288041566921e+00	1.394729435128708701e+02	2.419549395573142581e-01	4.020975905817201578e-06	1.431398265706498751e+00	2.831148208995888126e+03	3.620638531304214212e+03	2.330995935432391889e+03	2.456886034203966176e+02	2.207329349792648901e-02	2.743077404716832916e+03	6.595526988038833416e-01	1.247427085982269306e-02
3.400000000000000355e+00	5.966032582641863264e+05	4.504129787687435993e+00	1.394709349767236688e+02	2.419584187596079683e-01	4.020893298240480225e-06	1.431388152045236062e+00	2.830923496917849661e+03	3.620725747853223766e+03	2.331007651644359612e+03	2.456830966682391590e+02	2.207305170664084631e-02	2.743133760098673520e+03	6.595622611589192497e-01	1.247427059084863649e-02
3.450000000000000178e+00	5.965532817319169408e+05	4.504190273574359082e+00	1.394689264468990189e+02	2.419619326062333597e-01	4.020810690663759719e-06	1.431378038383973372e+00	2.830698784839811196e+03	3.620812964402233320e+03	2.331019367856328245e+03	2.456775899160817858e+02	2.207280991535520362e-02	2.743190117796156301e+03	6.595718230706358876e-01	1.247427210335150770e-02
3.500000000000000000e+00	5.965033034635196673e+05	4.504250760345995808e+00	1.394669176946161429e+02	2.419654129957385380e-01	4.020728083087038366e-06	1.431367924722710683e+00	2.830474072761772732e+03	3.620900180951242874e+03	2.331031084068295968e+03	2.456720831639243556e+02	2.207256812406956092e-02	2.743246477809426324e+03	6.595813845390182673e-01	1.247427186589284732e-02
3.550000000000000266e+00	5.964533254844453186e+05	4.504311277860030494e+00	1.394649084101503149e+02	2.419689253572100407e-01	4.020645475510317013e-06	1.431357811061447993e+00	2.830249360683734267e+03	3.620987397500252882e+03	2.331042800280264146e+03	2.456665764117669255e+02	2.207232633278391823e-02	2.743302840138625015e+03	6.595909455640520669e-01	1.247427322392237817e-02
3.600000000000000089e+00	5.964033457656262908e+05	4.504371795312491322e+00	1.394628989144902107e+02	2.419724067716779170e-01	4.020562867933595660e-06	1.431347697400185304e+00	2.830024648605695802e+03	3.621074614049262436e+03	2.331054516492232324e+03	2.456610696596095238e+02	2.207208454149827553e-02	2.743359204783895166e+03	6.596005061457225205e-01	1.247427296244994419e-02
3.650000000000000355e+00	5.963533663413197501e+05	4.504432251306489832e+00	1.394608900030377754e+02	2.419759095355127343e-01	4.020480260356874307e-06	1.431337583738922614e+00	2.829799936527656882e+03	3.621161830598271990e+03	2.331066232704200502e+03	2.456555629074521221e+02	2.207184275021263284e-02	2.743415571745379111e+03	6.596100662840153062e-01	1.247427384865726005e-02
3.700000000000000178e+00	5.963033851728107547e+05	4.504492709369260162e+00	1.394588808546382666e+02	2.419794026219554695e-01	4.020397652780152954e-06	1.431327470077659925e+00	2.829575224449618872e+03	3.621249047147281999e+03	2.331077948916168680e+03	2.456500561552946920e+02	2.207160095892699014e-02	2.743471941023220097e+03	6.596196259789156580e-01	1.247427420958894216e-02
3.750000000000000000e+00	5.962534043006614083e+05	4.504553227565862628e+00	1.394568708181639636e+02	2.419829054495684917e-01	4.020315045203431601e-06	1.431317356416397235e+00	2.829350512371579953e+03	3.621336263696292008e+03	2.331089665128136403e+03	2.456445494031372618e+02	2.207135916764134745e-02	2.743528312617561369e+03	6.596291852304091430e-01	1.247427498805433153e-02
3.800000000000000266e+00	5.962034216800865252e+05	4.504613669142645271e+00	1.394548614975887517e+02	2.419863937268653120e-01	4.020232437626711095e-06	1.431307242755134546e+00	2.829125800293541033e+03	3.621423480245301107e+03	2.331101381340105036e+03	2.456390426509798885e+02	2.207111737635570475e-02	2.743584686528543898e+03	6.596387440384812173e-01	1.247427507529044396e-02
3.850000000000000089e+00	5.961534393613093998e+05	4.504674176330399682e+00	1.394528512226017085e+02	2.419899027225453914e-01	4.020149830049989742e-06	1.431297129093872078e+00	2.828901088215503023e+03	3.621510696794311116e+03	2.331113097552072759e+03	2.456335358988224584e+02	2.207087558507005859e-02	2.743641062756312749e+03	6.596483024031172260e-01	1.247427613997781522e-02
3.900000000000000355e+00	5.961034552887432510e+05	4.504734624548484057e+00	1.394508414497661306e+02	2.419933879767462714e-01	4.020067222473268389e-06	1.431287015432609167e+00	2.828676376137464104e+03	3.621597913343320215e+03	2.331124813764040937e+03	2.456280291466650283e+02	2.207063379378441936e-02	2.743697441301010258e+03	6.596578603243021810e-01	1.247427602054316381e-02
3.950000000000000178e+00	5.960534715248078573e+05	4.504795067677666687e+00	1.394488315791596449e+02	2.419969008260030030e-01	4.019984614896547036e-06	1.431276901771346477e+00	2.828451664059425639e+03	3.621685129892330224e+03	2.331136529976009115e+03	2.456225223945076266e+02	2.207039200249877320e-02	2.743753822162778306e+03	6.596674178020223156e-01	1.247427730963355207e-02
4.000000000000000000e+00	5.960034859969913960e+05	4.504855546472361638e+00	1.394468210639514325e+02	2.420003871359678038e-01	4.019902007319825683e-06	1.431266788110083787e+00	2.828226951981387174e+03	3.621772346441340233e+03	2.331148246187976838e+03	2.456170156423501965e+02	2.207015021121313397e-02	2.743810205341759684e+03	6.596769748362624197e-01	1.247427716783299813e-02
4.049999999999999822e+00	5.959535007876800373e+05	4.504915963447355232e+00	1.394448111387142148e+02	2.420038980252608440e-01	4.019819399743105177e-06	1.431256674448821098e+00	2.828002239903348709e+03	3.621859562990349332e+03	2.331159962399945471e+03	2.456115088901927948e+02	2.206990841992748781e-02	2.743866590838098091e+03	6.596865314270083935e-01	1.247427834058786877e-02
4.100000000000000533e+00	5.959035138050763635e+05	4.504976417589213966e+00	1.394428005503994541e+02	2.420073873670197939e-01	4.019736792166383824e-06	1.431246560787558630e+00	2.827777527825310244e+03	3.621946779539359341e+03	2.331171678611913194e+03	2.456060021380353646e+02	2.206966662864184511e-02	2.743922978651936774e+03	6.596960875742452490e-01	1.247427833813984262e-02
4.150000000000000355e+00	5.958535271492932225e+05	4.505036826212678314e+00	1.394407903548907655e+02	2.420108970205418486e-01	4.019654184589662471e-06	1.431236447126295941e+00	2.827552815747271325e+03	3.622033996088369349e+03	2.331183394823881827e+03	2.456004953858779345e+02	2.206942483735620242e-02	2.743979368783417613e+03	6.597056432779586643e-01	1.247427941260069797e-02
4.200000000000000178e+00	5.958035387169326423e+05	4.505097277386613364e+00	1.394387794308595971e+02	2.420143922753759391e-01	4.019571577012941118e-06	1.431226333465033251e+00	2.827328103669232405e+03	3.622121212637378449e+03	2.331195111035849550e+03	2.455949886337205328e+02	2.206918304607055972e-02	2.744035761232684308e+03	6.597151985381336514e-01	1.247427967451222690e-02
4.250000000000000000e+00	5.957535506105747772e+05	4.505157697680141737e+00	1.394367687222540440e+02	2.420178981263799989e-01	4.019488969436219765e-06	1.431216219803770562e+00	2.827103391591194395e+03	3.622208429186388457e+03	2.331206827247817728e+03	2.455894818815631311e+02	2.206894125478491703e-02	2.744092155999878742e+03	6.597247533547562215e-01	1.247428049665612153e-02
4.299999999999999822e+00	5.957035607242705300e+05	4.505218119591671844e+00	1.394347577812541203e+02	2.420213950518786683e-01	4.019406361859499259e-06	1.431206106142507872e+00	2.826878679513155475e+03	3.622295645735397557e+03	2.331218543459785906e+03	2.455839751294057010e+02	2.206869946349927433e-02	2.744148553085143249e+03	6.597343077278116086e-01	1.247428083275884184e-02
4.350000000000000533e+00	5.956535711698950035e+05	4.505278568935407790e+00	1.394327463487746854e+02	2.420249002846377728e-01	4.019323754282777906e-06	1.431195992481245405e+00	2.826653967435117011e+03	3.622382862284407565e+03	2.331230259671753629e+03	2.455784683772482708e+02	2.206845767221363164e-02	2.744204952488623348e+03	6.597438616572850467e-01	1.247428154785987578e-02
4.400000000000000355e+00	5.956035798332317499e+05	4.505338966430765701e+00	1.394307353322632821e+02	2.420283942177537673e-01	4.019241146706056553e-06	1.431185878819982715e+00	2.826429255357078546e+03	3.622470078833417574e+03	2.331241975883722262e+03	2.455729616250908975e+02	2.206821588092798547e-02	2.744261354210460013e+03	6.597534151431621030e-01	1.247428171257329924e-02
4.450000000000000178e+00	5.955535888300845399e+05	4.505399362047540990e+00	1.394287241798652417e+02	2.420319027511188548e-01	4.019158539129335200e-06	1.431175765158719804e+00	2.826204543279040081e+03	3.622557295382426673e+03	2.331253692095689985e+03	2.455674548729334674e+02	2.206797408964234625e-02	2.744317758250796942e+03	6.597629681854277894e-01	1.247428261242908114e-02
4.500000000000000000e+00	5.955035960382150952e+05	4.505459754125832106e+00	1.394267128574458070e+02	2.420354002547244199e-01	4.019075931552613847e-06	1.431165651497457114e+00	2.825979831201001616e+03	3.622644511931436682e+03	2.331265408307658163e+03	2.455619481207760373e+02	2.206773229835670008e-02	2.744374164609776926e+03	6.597725207840683392e-01	1.247428292339296946e-02
4.549999999999999822e+00	5.954536035835043294e+05	4.505520131592819055e+00	1.394247015537432048e+02	2.420389068337081007e-01	4.018993323975893342e-06	1.431155537836194647e+00	2.825755119122963151e+03	3.622731728480446236e+03	2.331277124519626341e+03	2.455564413686186356e+02	2.206749050707106086e-02	2.744430573287541847e+03	6.597820729390686534e-01	1.247428369856069461e-02
4.600000000000000533e+00	5.954036093414203497e+05	4.505580513602767567e+00	1.394226899820345693e+02	2.420424096140983972e-01	4.018910716399171989e-06	1.431145424174931957e+00	2.825530407044924232e+03	3.622818945029455790e+03	2.331288840731594519e+03	2.455509346164612055e+02	2.206724871578541816e-02	2.744486984284236769e+03	6.597916246504139659e-01	1.247428424876514778e-02
4.650000000000000355e+00	5.953536154331392609e+05	4.505640894683591746e+00	1.394206782629695169e+02	2.420459120245652129e-01	4.018828108822450636e-06	1.431135310513669268e+00	2.825305694966885767e+03	3.622906161578465799e+03	2.331300556943562697e+03	2.455454278643038037e+02	2.206700692449977547e-02	2.744543397600003573e+03	6.598011759180900659e-01	1.247428476151142031e-02
4.700000000000000178e+00	5.953036197406944120e+05	4.505701279416920890e+00	1.394186662867552968e+02	2.420494145781297290e-01	4.018745501245729283e-06	1.431125196852406578e+00	2.825080982888846847e+03	3.622993378127475353e+03	2.331312273155530420e+03	2.455399211121463736e+02	2.206676513321412930e-02	2.744599813234985049e+03	6.598107267420824096e-01	1.247428525341532680e-02
4.750000000000000000e+00	5.952536243812295143e+05	4.505761602244628072e+00	1.394166549033573119e+02	2.420529191994332807e-01	4.018662893669007930e-06	1.431115083191143889e+00	2.824856270810808383e+03	3.623080594676484907e+03	2.331323989367499053e+03	2.455344143599889435e+02	2.206652334192848661e-02	2.744656231189324899e+03	6.598202771223760088e-01	1.247428589971318752e-02
4.800000000000000711e+00	5.952036272364744218e+05	4.505821953266496926e+00	1.394146429649730408e+02	2.420564288665223995e-01	4.018580286092286577e-06	1.431104969529881199e+00	2.824631558732769918e+03	3.623167811225494916e+03	2.331335705579466776e+03	2.455289076078315702e+02	2.206628155064284391e-02	2.744712651463165457e+03	6.598298270589566528e-01	1.247428675117423676e-02
4.850000000000000533e+00	5.951536304236849537e+05	4.505882335585698506e+00	1.394126304879779639e+02	2.420599285566783776e-01	4.018497678515565224e-06	1.431094855868618509e+00	2.824406846654731453e+03	3.623255027774504470e+03	2.331347421791435409e+03	2.455234008556741401e+02	2.206603975935720469e-02	2.744769074056649970e+03	6.598393765518093534e-01	1.247428703507132662e-02
4.900000000000000355e+00	5.951036318292684155e+05	4.505942706159968836e+00	1.394106179408289847e+02	2.420634354599009996e-01	4.018415070938844718e-06	1.431084742207355820e+00	2.824182134576692988e+03	3.623342244323514478e+03	2.331359138003403132e+03	2.455178941035167099e+02	2.206579796807155852e-02	2.744825498969921227e+03	6.598489256009203441e-01	1.247428767919614608e-02
4.950000000000000178e+00	5.950536335598248988e+05	4.506003074545546383e+00	1.394086052614228208e+02	2.420669363827528953e-01	4.018332463362123365e-06	1.431074628546093130e+00	2.823957422498654523e+03	3.623429460872524032e+03	2.331370854215370855e+03	2.455123873513593082e+02	2.206555617678591583e-02	2.744881926203122930e+03	6.598584742062739705e-01	1.247428799808594606e-02
5.000000000000000000e+00	5.950036335163722979e+05	4.506063421244604683e+00	1.394065926328691774e+02	2.420704456247464442e-01	4.018249855785402012e-06	1.431064514884830441e+00	2.823732710420616058e+03	3.623516677421533586e+03	2.331382570427339488e+03	2.455068805992019065e+02	2.206531438550027313e-02	2.744938355756397868e+03	6.598680223678563550e-01	1.247428874501588757e-02
5.050000000000000711e+00	5.949536337915176991e+05	4.506123730691795615e+00	1.394045802978916981e+02	2.420739485045091677e-01	4.018167248208680659e-06	1.431054401223567751e+00	2.823507998342577139e+03	3.623603893970543140e+03	2.331394286639307211e+03	2.455013738470444764e+02	2.206507259421463044e-02	2.744994787629889288e+03	6.598775700856526205e-01	1.247428918514276869e-02
5.100000000000000533e+00	5.949036322991673369e+05	4.506184071989146389e+00	1.394025673637377167e+02	2.420774583638754252e-01	4.018084640631959306e-06	1.431044287562305062e+00	2.823283286264538674e+03	3.623691110519553149e+03	2.331406002851275844e+03	2.454958670948870463e+02	2.206483080292898774e-02	2.745051221823740434e+03	6.598871173596483342e-01	1.247428992610176250e-02
5.150000000000000355e+00	5.948536311188444961e+05	4.506244374967428357e+00	1.394005547360727348e+02	2.420809584137796622e-01	4.018002033055238800e-06	1.431034173901042372e+00	2.823058574186499754e+03	3.623778327068562703e+03	2.331417719063243567e+03	2.454903603427296730e+02	2.206458901164334158e-02	2.745107658338093188e+03	6.598966641898289520e-01	1.247429018378791270e-02
5.200000000000000178e+00	5.948036281750778435e+05	4.506304684380224579e+00	1.393985418180947704e+02	2.420844751832526565e-01	4.017919425478517447e-06	1.431024060239779683e+00	2.822833862108461290e+03	3.623865543617572257e+03	2.331429435275212199e+03	2.454848535905722429e+02	2.206434722035770235e-02	2.745164097173093069e+03	6.599062105761794861e-01	1.247429127182427336e-02
5.250000000000000000e+00	5.947536255406308919e+05	4.506364988002891536e+00	1.393965288114033285e+02	2.420879747668448212e-01	4.017836817901796094e-06	1.431013946578516993e+00	2.822609150030422825e+03	3.623952760166582266e+03	2.331441151487179923e+03	2.454793468384148127e+02	2.206410542907205619e-02	2.745220538328880593e+03	6.599157565186859475e-01	1.247429146113556570e-02
5.300000000000000711e+00	5.947036211446396774e+05	4.506425300210584517e+00	1.393945154882790121e+02	2.420914917545356204e-01	4.017754210325074741e-06	1.431003832917254304e+00	2.822384437952384360e+03	3.624039976715591820e+03	2.331452867699147646e+03	2.454738400862573826e+02	2.206386363778641696e-02	2.745276981805600826e+03	6.599253020173330153e-01	1.247429251370559510e-02
5.350000000000000533e+00	5.946536170503488975e+05	4.506485613557302372e+00	1.393925019920214936e+02	2.420949908552787189e-01	4.017671602748353388e-06	1.430993719255991614e+00	2.822159725874345895e+03	3.624127193264601374e+03	2.331464583911116279e+03	2.454683333340999809e+02	2.206362184650077080e-02	2.745333427603395648e+03	6.599348470721069226e-01	1.247429262389629194e-02
5.400000000000000355e+00	5.946036112059236038e+05	4.506545888552738965e+00	1.393904887501731764e+02	2.420985055492444749e-01	4.017588995171632882e-06	1.430983605594728925e+00	2.821935013796307430e+03	3.624214409813611383e+03	2.331476300123084002e+03	2.454628265819425792e+02	2.206338005521513157e-02	2.745389875722408306e+03	6.599443916829924595e-01	1.247429355509743938e-02
5.450000000000000178e+00	5.945536056526328903e+05	4.506606184603829668e+00	1.393884750928602045e+02	2.421020123324255924e-01	4.017506387594910682e-06	1.430973491933466235e+00	2.821710301718268511e+03	3.624301626362620482e+03	2.331488016335052635e+03	2.454573198297851491e+02	2.206313826392948541e-02	2.745446326162783862e+03	6.599539358499750819e-01	1.247429403628339158e-02
5.500000000000000000e+00	5.945035983562489273e+05	4.506666477608781030e+00	1.393864612609728511e+02	2.421055235760151414e-01	4.017423780018190176e-06	1.430963378272203546e+00	2.821485589640230046e+03	3.624388842911630491e+03	2.331499732547020358e+03	2.454518130776277189e+02	2.206289647264384618e-02	2.745502778924662834e+03	6.599634795730405790e-01	1.247429472644439284e-02
5.550000000000000711e+00	5.944535913473925320e+05	4.506726728103127577e+00	1.393844477864644773e+02	2.421090296842177414e-01	4.017341172441468823e-06	1.430953264610941078e+00	2.821260877562191126e+03	3.624476059460640499e+03	2.331511448758988990e+03	2.454463063254703172e+02	2.206265468135820002e-02	2.745559234008190288e+03	6.599730228521741848e-01	1.247429517876870106e-02
5.600000000000000533e+00	5.944035825980548980e+05	4.506786992888385690e+00	1.393824339267074492e+02	2.421125446049213759e-01	4.017258564864747470e-06	1.430943150949678389e+00	2.821036165484153116e+03	3.624563276009649599e+03	2.331523164970956714e+03	2.454407995733129155e+02	2.206241289007255732e-02	2.745615691413509012e+03	6.599825656873610225e-01	1.247429604543938420e-02
5.650000000000000355e+00	5.943535741321071982e+05	4.506847288593908374e+00	1.393804195311975889e+02	2.421160515387794920e-01	4.017175957288026964e-06	1.430933037288415699e+00	2.820811453406114197e+03	3.624650492558659607e+03	2.331534881182924437e+03	2.454352928211554854e+02	2.206217109878691462e-02	2.745672151140761798e+03	6.599921080785869920e-01	1.247429644742994483e-02
5.700000000000000178e+00	5.943035639311464038e+05	4.506907540542027135e+00	1.393784054565875863e+02	2.421195647728047462e-01	4.017093349711304764e-06	1.430922923627152787e+00	2.820586741328075732e+03	3.624737709107669161e+03	2.331546597394893070e+03	2.454297860689980837e+02	2.206192930750127193e-02	2.745728613190092801e+03	6.600016500258367724e-01	1.247429719751054836e-02
5.750000000000000000e+00	5.942535540077034384e+05	4.506967801009245989e+00	1.393763911185715756e+02	2.421230730292111555e-01	4.017010742134583411e-06	1.430912809965890098e+00	2.820362029250037267e+03	3.624824925656678715e+03	2.331558313606860793e+03	2.454242793168406251e+02	2.206168751621562923e-02	2.745785077561643902e+03	6.600111915290965969e-01	1.247429766233555497e-02
5.800000000000000711e+00	5.942035423529312247e+05	4.507028089770876100e+00	1.393743762250156237e+02	2.421265842768587362e-01	4.016928134557862905e-06	1.430902696304627852e+00	2.820137317171998802e+03	3.624912142205688724e+03	2.331570029818829425e+03	2.454187725646832519e+02	2.206144572492998654e-02	2.745841544255559256e+03	6.600207325883514775e-01	1.247429822632204269e-02
5.850000000000000533e+00	5.941535309734245529e+05	4.507088318027850704e+00	1.393723619078581919e+02	2.421300970905811978e-01	4.016845526981141552e-06	1.430892582643364941e+00	2.819912605093959883e+03	3.624999358754697823e+03	2.331581746030797149e+03	2.454132658125258217e+02	2.206120393364434384e-02	2.745898013271981654e+03	6.600302732035865372e-01	1.247429891735035885e-02
5.900000000000000355e+00	5.941035178653873736e+05	4.507148573936146541e+00	1.393703470430598657e+02	2.421336093101973674e-01	4.016762919404421046e-06	1.430882468982102473e+00	2.819687893015921873e+03	3.625086575303707832e+03	2.331593462242765781e+03	2.454077590603684200e+02	2.206096214235870115e-02	2.745954484611055250e+03	6.600398133747877871e-01	1.247429952352370301e-02
5.950000000000000178e+00	5.940535050260402495e+05	4.507208821607214588e+00	1.393683321185275759e+02	2.421371196127872494e-01	4.016680311827698846e-06	1.430872355320839562e+00	2.819463180937882498e+03	3.625173791852717841e+03	2.331605178454733505e+03	2.454022523082109899e+02	2.206072035107305845e-02	2.746010958272923745e+03	6.600493531019401283e-01	1.247430002035832507e-02
6.000000000000000000e+00	5.940034904661988840e+05	4.507269063454274693e+00	1.393663170539398379e+02	2.421406312170868991e-01	4.016597704250978341e-06	1.430862241659577094e+00	2.819238468859844488e+03	3.625261008401727850e+03	2.331616894666701683e+03	2.453967455560535882e+02	2.206047855978741576e-02	2.746067434257728110e+03	6.600588923850292389e-01	1.247430056648776882e-02
6.050000000000000711e+00	5.939534761699185474e+05	4.507329267767466341e+00	1.393643022862352723e+02	2.421441454420206196e-01	4.016515096674256988e-06	1.430852127998314183e+00	2.819013756781805569e+03	3.625348224950736949e+03	2.331628610878669406e+03	2.453912388038961581e+02	2.206023676850177306e-02	2.746123912565613864e+03	6.600684312240402418e-01	1.247430126896405776e-02
6.100000000000000533e+00	5.939034601522027515e+05	4.507389486980711624e+00	1.393622871262297167e+02	2.421476558079617980e-01	4.016432489097535635e-06	1.430842014337051715e+00	2.818789044703767104e+03	3.625435441499746958e+03	2.331640327090638038e+03	2.453857320517387564e+02	2.205999497721613037e-02	2.746180393196722889e+03	6.600779696189588153e-01	1.247430173229399121e-02
6.150000000000000355e+00	5.938534444031555904e+05	4.507449688491027118e+00	1.393602720219014088e+02	2.421511749301384075e-01	4.016349881520814282e-06	1.430831900675788804e+00	2.818564332625728639e+03	3.625522658048756512e+03	2.331652043302605762e+03	2.453802252995812978e+02	2.205975318593048420e-02	2.746236876151200249e+03	6.600875075697701932e-01	1.247430264645119427e-02
6.200000000000000178e+00	5.938034269278423162e+05	4.507509900242135714e+00	1.393582565818507533e+02	2.421546825532577274e-01	4.016267273944093776e-06	1.430821787014526336e+00	2.818339620547690174e+03	3.625609874597766066e+03	2.331663759514573940e+03	2.453747185474239245e+02	2.205951139464484498e-02	2.746293361429187826e+03	6.600970450764598318e-01	1.247430293295448411e-02
6.250000000000000000e+00	5.937534097233534558e+05	4.507570117246040731e+00	1.393562409179819213e+02	2.421582037365091200e-01	4.016184666367371576e-06	1.430811673353263425e+00	2.818114908469651255e+03	3.625697091146775620e+03	2.331675475726541663e+03	2.453692117952664944e+02	2.205926960335919881e-02	2.746349849030829773e+03	6.601065821390130761e-01	1.247430389272010526e-02
6.300000000000000711e+00	5.937033907877096208e+05	4.507630314304498675e+00	1.393542252859143105e+02	2.421617149967815186e-01	4.016102058790651070e-06	1.430801559692000957e+00	2.817890196391613244e+03	3.625784307695786083e+03	2.331687191938510296e+03	2.453637050431091211e+02	2.205902781207355959e-02	2.746406338956268428e+03	6.601161187574154932e-01	1.247430433892985149e-02
6.350000000000000533e+00	5.936533721253438853e+05	4.507690503411665439e+00	1.393522095909850691e+02	2.421652319605917258e-01	4.016019451213929717e-06	1.430791446030738268e+00	2.817665484313574780e+03	3.625871524244795182e+03	2.331698908150478019e+03	2.453581982909516910e+02	2.205878602078791342e-02	2.746462831205648399e+03	6.601256549316523170e-01	1.247430506807816267e-02
6.400000000000000355e+00	5.936033517340109684e+05	4.507750700187481918e+00	1.393501935915616627e+02	2.421687448767042838e-01	4.015936843637208364e-06	1.430781332369475578e+00	2.817440772235535860e+03	3.625958740793805191e+03	2.331710624362446652e+03	2.453526915387942609e+02	2.205854422950227073e-02	2.746519325779112478e+03	6.601351906617088927e-01	1.247430555622773551e-02
6.450000000000000178e+00	5.935533316153029446e+05	4.507810886583397902e+00	1.393481775588743687e+02	2.421722618792251924e-01	4.015854236060487011e-06	1.430771218708212889e+00	2.817216060157496941e+03	3.626045957342814745e+03	2.331722340574414375e+03	2.453471847866368307e+02	2.205830243821662803e-02	2.746575822676804819e+03	6.601447259475706764e-01	1.247430624665491969e-02
6.500000000000000000e+00	5.935033097658507759e+05	4.507871070993632046e+00	1.393461613392861977e+02	2.421757779392944843e-01	4.015771628483766505e-06	1.430761105046950199e+00	2.816991348079458476e+03	3.626133173891824299e+03	2.331734056786382553e+03	2.453416780344794006e+02	2.205806064693098534e-02	2.746632321898867758e+03	6.601542607892232351e-01	1.247430686656372974e-02
6.550000000000000711e+00	5.934532881904812530e+05	4.507931223746323823e+00	1.393441453458835326e+02	2.421792954128748898e-01	4.015689020907044305e-06	1.430750991385687509e+00	2.816766636001420011e+03	3.626220390440834308e+03	2.331745772998350731e+03	2.453361712823220273e+02	2.205781885564534264e-02	2.746688823445446360e+03	6.601637951866515808e-01	1.247430757428794230e-02
6.600000000000000533e+00	5.934032648842718918e+05	4.507991356212588840e+00	1.393421293887586216e+02	2.421828107466111879e-01	4.015606413330323799e-06	1.430740877724424820e+00	2.816541923923381546e+03	3.626307606989843862e+03	2.331757489210318454e+03	2.453306645301645972e+02	2.205757706435969995e-02	2.746745327316681141e+03	6.601733291398416137e-01	1.247430816979861259e-02
6.650000000000000355e+00	5.933532418523241067e+05	4.508051522131458100e+00	1.393401128642440483e+02	2.421863343863716322e-01	4.015523805753602446e-06	1.430730764063162130e+00	2.816317211845343081e+03	3.626394823538853416e+03	2.331769205422287087e+03	2.453251577780071955e+02	2.205733527307405725e-02	2.746801833512718531e+03	6.601828626487782348e-01	1.247430913709394150e-02
6.700000000000000178e+00	5.933032170850643888e+05	4.508111679686906292e+00	1.393380962305226376e+02	2.421898438571550294e-01	4.015441198176881093e-06	1.430720650401899441e+00	2.816092499767304616e+03	3.626482040087862970e+03	2.331780921634254810e+03	2.453196510258497369e+02	2.205709348178841456e-02	2.746858342033700410e+03	6.601923957134470111e-01	1.247430935956740476e-02
6.750000000000000000e+00	5.932531925982022658e+05	4.508171833555493002e+00	1.393360794823012441e+02	2.421933660332325766e-01	4.015358590600160587e-06	1.430710536740636751e+00	2.815867787689266152e+03	3.626569256636872524e+03	2.331792637846222988e+03	2.453141442736923352e+02	2.205685169050277186e-02	2.746914852879770478e+03	6.602019283338333988e-01	1.247431022095136025e-02
6.800000000000000711e+00	5.932031663703757804e+05	4.508231962777070834e+00	1.393340628233672760e+02	2.421968784418048470e-01	4.015275983023439234e-06	1.430700423079374062e+00	2.815643075611227232e+03	3.626656473185882533e+03	2.331804354058191166e+03	2.453086375215349335e+02	2.205660989921712917e-02	2.746971366051073801e+03	6.602114605099228539e-01	1.247431058200378605e-02
6.850000000000000533e+00	5.931531404284987366e+05	4.508292067732138975e+00	1.393320463011767458e+02	2.422004030530180152e-01	4.015193375446717881e-06	1.430690309418111372e+00	2.815418363533188767e+03	3.626743689734892087e+03	2.331816070270159344e+03	2.453031307693775034e+02	2.205636810793148300e-02	2.747027881547751804e+03	6.602209922417006105e-01	1.247431157854798564e-02
6.900000000000000355e+00	5.931031127370456234e+05	4.508352184339931235e+00	1.393300294254366634e+02	2.422039169800722924e-01	4.015110767869996528e-06	1.430680195756848683e+00	2.815193651455150302e+03	3.626830906283901641e+03	2.331827786482127522e+03	2.452976240172201017e+02	2.205612631664584378e-02	2.747084399369949097e+03	6.602305235291520136e-01	1.247431198791418630e-02
6.950000000000000178e+00	5.930530853398550535e+05	4.508412317302462391e+00	1.393280121911693641e+02	2.422074427122779261e-01	4.015028160293275175e-06	1.430670082095586215e+00	2.814968939377111838e+03	3.626918122832911195e+03	2.331839502694095245e+03	2.452921172650627000e+02	2.205588452536019761e-02	2.747140919517808470e+03	6.602400543722626303e-01	1.247431296793718655e-02
7.000000000000000000e+00	5.930030561842058087e+05	4.508472442422199578e+00	1.393259948408777973e+02	2.422109525878713698e-01	4.014945552716553822e-06	1.430659968434323304e+00	2.814744227299072918e+03	3.627005339381920749e+03	2.331851218906063423e+03	2.452866105129052698e+02	2.205564273407455492e-02	2.747197441991474989e+03	6.602495847710175836e-01	1.247431311566915731e-02
7.050000000000000711e+00	5.929530273331339704e+05	4.508532541083439149e+00	1.393239776546941755e+02	2.422144839767515767e-01	4.014862945139833316e-06	1.430649854773060836e+00	2.814519515221034453e+03	3.627092555930931212e+03	2.331862935118031601e+03	2.452811037607478397e+02	2.205540094278891569e-02	2.747253966791090079e+03	6.602591147254027737e-01	1.247431438081785318e-02
7.100000000000000533e+00	5.929029967174992198e+05	4.508592671101496308e+00	1.393219598740346612e+02	2.422179932050118056e-01	4.014780337563111963e-06	1.430639741111797925e+00	2.814294803142995988e+03	3.627179772479940766e+03	2.331874651329999779e+03	2.452755970085904096e+02	2.205515915150326953e-02	2.747310493916798350e+03	6.602686442354031016e-01	1.247431444619327874e-02
