xcoord (m)	temperature (K)
3.450000000000000000e+01	1.214136931037985363e+02
3.500000000000000000e+01	1.212481159419931487e+02
3.550000000000000000e+01	1.210825493590570545e+02
3.600000000000000000e+01	1.209169899852541050e+02
3.650000000000000000e+01	1.207514418457959522e+02
3.700000000000000000e+01	1.205859020484573421e+02
3.750000000000000000e+01	1.204203741893566928e+02
3.800000000000000000e+01	1.202548557761680570e+02
3.850000000000000000e+01	1.200893500487382397e+02
3.900000000000000000e+01	1.199238548465349652e+02
3.950000000000000000e+01	1.197583731173238277e+02
4.000000000000000000e+01	1.195929029720820438e+02
4.050000000000000000e+01	1.194274471236282835e+02
4.100000000000000000e+01	1.192620039005112886e+02
4.150000000000000000e+01	1.190965758320696608e+02
4.200000000000000000e+01	1.189311614155197105e+02
4.250000000000000000e+01	1.187657630437599607e+02
4.300000000000000000e+01	1.186003793376302724e+02
4.350000000000000000e+01	1.184350125973194849e+02
4.400000000000000000e+01	1.182696615250375345e+02
4.450000000000000000e+01	1.181043283697109132e+02
4.500000000000000000e+01	1.179390118744662743e+02
4.550000000000000000e+01	1.177737142770954080e+02
4.600000000000000000e+01	1.176084343220494901e+02
4.650000000000000000e+01	1.174431742757110726e+02
4.700000000000000000e+01	1.172779328442203735e+02
4.750000000000000000e+01	1.171127123627722568e+02
4.800000000000000000e+01	1.169475114586235946e+02
4.850000000000000000e+01	1.167823325773914576e+02
4.900000000000000000e+01	1.166171742250414241e+02
4.950000000000000000e+01	1.164520390015250513e+02
5.000000000000000000e+01	1.162869252463412266e+02
5.050000000000000000e+01	1.161218357609421048e+02
5.100000000000000000e+01	1.159567686694412174e+02
5.150000000000000000e+01	1.157917270262191352e+02
5.200000000000000000e+01	1.156267086862959701e+02
5.250000000000000000e+01	1.154617170137594542e+02
5.300000000000000000e+01	1.152967495349038103e+02
5.350000000000000000e+01	1.151318099868423133e+02
5.400000000000000000e+01	1.149668955003362640e+02
5.450000000000000000e+01	1.148020102566980114e+02
5.500000000000000000e+01	1.146371509157942796e+02
5.550000000000000000e+01	1.144723221836180613e+02
5.600000000000000000e+01	1.143075201636835487e+02
5.650000000000000000e+01	1.141427501780965770e+02
5.700000000000000000e+01	1.139780076767216741e+02
5.750000000000000000e+01	1.138132987020074012e+02
5.800000000000000000e+01	1.136486179390712010e+02
5.850000000000000000e+01	1.134839722698178264e+02
5.900000000000000000e+01	1.133193554875017099e+02
5.950000000000000000e+01	1.131547754498462268e+02
6.000000000000000000e+01	1.129902249125827183e+02
6.050000000000000000e+01	1.128257128655577333e+02
6.100000000000000000e+01	1.126612308599075334e+02
6.150000000000000000e+01	1.124967891969076703e+02
6.200000000000000000e+01	1.123323780313483837e+02
6.250000000000000000e+01	1.121680091817299001e+02
6.300000000000000000e+01	1.120036711863436096e+02
6.350000000000000000e+01	1.118393776171744207e+02
6.400000000000000000e+01	1.116751151432152795e+02
6.450000000000000000e+01	1.115108993611927701e+02
6.500000000000000000e+01	1.113467147805176012e+02
6.550000000000000000e+01	1.111825793340768485e+02
6.600000000000000000e+01	1.110184750384117365e+02
6.650000000000000000e+01	1.108544225200452615e+02
6.700000000000000000e+01	1.106904009200678161e+02
6.750000000000000000e+01	1.105264339688854278e+02
6.800000000000000000e+01	1.103624974930873179e+02
6.850000000000000000e+01	1.101986187976430926e+02
6.900000000000000000e+01	1.100347698909462224e+02
6.950000000000000000e+01	1.098709821923684302e+02
7.000000000000000000e+01	1.097072233144511557e+02
7.050000000000000000e+01	1.095435294099123951e+02
7.100000000000000000e+01	1.093798630332087640e+02
7.150000000000000000e+01	1.092162657797771459e+02
7.200000000000000000e+01	1.090526943871007148e+02
7.250000000000000000e+01	1.088891967060254302e+02
7.300000000000000000e+01	1.087257227877602901e+02
7.350000000000000000e+01	1.085623276692465566e+02
7.400000000000000000e+01	1.083989537200529725e+02
7.450000000000000000e+01	1.082356642285880355e+02
7.500000000000000000e+01	1.080723927435510063e+02
7.550000000000000000e+01	1.079092120238569947e+02
7.600000000000000000e+01	1.077460454940057417e+02
7.650000000000000000e+01	1.075829767776999262e+02
7.700000000000000000e+01	1.074199176848129298e+02
7.750000000000000000e+01	1.072569642978706099e+02
7.800000000000000000e+01	1.070940151084712113e+02
7.850000000000000000e+01	1.069311804795967475e+02
7.900000000000000000e+01	1.067683436380367255e+02
7.950000000000000000e+01	1.066056313080602820e+02
8.000000000000000000e+01	1.064429092285664922e+02
8.050000000000000000e+01	1.062803228610044215e+02
8.100000000000000000e+01	1.061177179185567212e+02
8.150000000000000000e+01	1.059552613114837101e+02
8.200000000000000000e+01	1.057927758313704629e+02
8.250000000000000000e+01	1.056304529307755899e+02
8.300000000000000000e+01	1.054680891766525122e+02
8.350000000000000000e+01	1.053059040914675961e+02
8.400000000000000000e+01	1.051436642517287652e+02
8.450000000000000000e+01	1.049816212707421244e+02
8.500000000000000000e+01	1.048195074429771125e+02
8.550000000000000000e+01	1.046576110538760531e+02
8.600000000000000000e+01	1.044956252271687021e+02
8.650000000000000000e+01	1.043338801379717609e+02
8.700000000000000000e+01	1.041720241727606435e+02
8.750000000000000000e+01	1.040104353359461129e+02
8.800000000000000000e+01	1.038487109411248639e+02
8.850000000000000000e+01	1.036872835807889146e+02
8.900000000000000000e+01	1.035256922877010908e+02
8.950000000000000000e+01	1.033644319301235583e+02
9.000000000000000000e+01	1.032029750630426719e+02
9.050000000000000000e+01	1.030418875710865620e+02
9.100000000000000000e+01	1.028805662137412753e+02
9.150000000000000000e+01	1.027196578255581016e+02
9.200000000000000000e+01	1.025584727831964784e+02
9.250000000000000000e+01	1.023977501557722434e+02
9.300000000000000000e+01	1.022367019122053051e+02
9.350000000000000000e+01	1.020761721703389640e+02
9.400000000000000000e+01	1.019152608393630004e+02
9.450000000000000000e+01	1.017549316306274108e+02
9.500000000000000000e+01	1.015941569015632382e+02
9.550000000000000000e+01	1.014340364563457513e+02
9.600000000000000000e+01	1.012733975391414560e+02
9.650000000000000000e+01	1.011134947131393460e+02
9.700000000000000000e+01	1.009529903703694629e+02
9.750000000000000000e+01	1.007933143388359269e+02
9.800000000000000000e+01	1.006329442504299294e+02
9.850000000000000000e+01	1.004734991678761986e+02
9.900000000000000000e+01	1.003132842490871752e+02
9.950000000000000000e+01	1.001539926295800882e+02
1.000000000000000000e+02	9.999426342518337663e+01
