xcoord (m)	temperature (K)
4.200000000000000000e+01	2.712585816862354591e+02
4.250000000000000000e+01	2.712541696168197518e+02
4.300000000000000000e+01	2.712497760052910962e+02
4.350000000000000000e+01	2.712454008516094177e+02
4.400000000000000000e+01	2.712410440737129989e+02
4.450000000000000000e+01	2.712367056698322472e+02
4.500000000000000000e+01	2.712323855589584696e+02
4.550000000000000000e+01	2.712280837385114864e+02
4.600000000000000000e+01	2.712238001276429600e+02
4.650000000000000000e+01	2.712195347238537693e+02
4.700000000000000000e+01	2.712152874455757683e+02
4.750000000000000000e+01	2.712110582912741847e+02
4.800000000000000000e+01	2.712068471777829473e+02
4.850000000000000000e+01	2.712026541054240170e+02
4.900000000000000000e+01	2.711984789885343048e+02
4.950000000000000000e+01	2.711943218302086507e+02
5.000000000000000000e+01	2.711901825413635265e+02
5.050000000000000000e+01	2.711860611288244627e+02
5.100000000000000000e+01	2.711819574990971091e+02
5.150000000000000000e+01	2.711778716637712705e+02
5.200000000000000000e+01	2.711738035238816451e+02
5.250000000000000000e+01	2.711697530968872343e+02
5.300000000000000000e+01	2.711657202772000232e+02
5.350000000000000000e+01	2.711617050893716510e+02
5.400000000000000000e+01	2.711577074199085473e+02
5.450000000000000000e+01	2.711537273018056453e+02
5.500000000000000000e+01	2.711497646122475089e+02
5.550000000000000000e+01	2.711458193941834338e+02
5.600000000000000000e+01	2.711418915138805232e+02
5.650000000000000000e+01	2.711379810259301166e+02
5.700000000000000000e+01	2.711340877839068639e+02
5.750000000000000000e+01	2.711302118559393648e+02
5.800000000000000000e+01	2.711263530808919882e+02
5.850000000000000000e+01	2.711225115425840499e+02
5.900000000000000000e+01	2.711186870628896486e+02
5.950000000000000000e+01	2.711148797437517715e+02
6.000000000000000000e+01	2.711110893874707131e+02
6.050000000000000000e+01	2.711073161168693559e+02
6.100000000000000000e+01	2.711035597117415819e+02
6.150000000000000000e+01	2.710998203189237188e+02
6.200000000000000000e+01	2.710960976923732915e+02
6.250000000000000000e+01	2.710923920064952881e+02
6.300000000000000000e+01	2.710887029856218078e+02
6.350000000000000000e+01	2.710850308357767631e+02
6.400000000000000000e+01	2.710813752473595741e+02
6.450000000000000000e+01	2.710777364626066515e+02
6.500000000000000000e+01	2.710741141330887558e+02
6.550000000000000000e+01	2.710705085424911545e+02
6.600000000000000000e+01	2.710669192979821105e+02
6.650000000000000000e+01	2.710633467306333841e+02
6.700000000000000000e+01	2.710597903968877631e+02
6.750000000000000000e+01	2.710562506819590567e+02
6.800000000000000000e+01	2.710527270843696783e+02
6.850000000000000000e+01	2.710492200511475289e+02
6.900000000000000000e+01	2.710457290147197682e+02
6.950000000000000000e+01	2.710422544926545925e+02
7.000000000000000000e+01	2.710387958419919983e+02
7.050000000000000000e+01	2.710353536607419755e+02
7.100000000000000000e+01	2.710319272200141540e+02
7.150000000000000000e+01	2.710285172095017856e+02
7.200000000000000000e+01	2.710251228024191050e+02
7.250000000000000000e+01	2.710217447928912975e+02
7.300000000000000000e+01	2.710183822426621987e+02
7.350000000000000000e+01	2.710150360647554635e+02
7.400000000000000000e+01	2.710117051940438273e+02
7.450000000000000000e+01	2.710083906788528907e+02
7.500000000000000000e+01	2.710050913097302328e+02
7.550000000000000000e+01	2.710018082888879576e+02
7.600000000000000000e+01	2.709985402427728332e+02
7.650000000000000000e+01	2.709952885485324146e+02
7.700000000000000000e+01	2.709920516461265834e+02
7.750000000000000000e+01	2.709888311114643784e+02
7.800000000000000000e+01	2.709856251726657774e+02
7.850000000000000000e+01	2.709824356313853286e+02
7.900000000000000000e+01	2.709792604752105376e+02
7.950000000000000000e+01	2.709761017620546113e+02
8.000000000000000000e+01	2.709729572065322714e+02
8.050000000000000000e+01	2.709698291573172924e+02
8.100000000000000000e+01	2.709667150193785687e+02
8.150000000000000000e+01	2.709636174711412195e+02
8.200000000000000000e+01	2.709605335664807626e+02
8.250000000000000000e+01	2.709574663576364060e+02
8.300000000000000000e+01	2.709544125005803039e+02
8.350000000000000000e+01	2.709513754710989701e+02
8.400000000000000000e+01	2.709483514744296144e+02
8.450000000000000000e+01	2.709453444660450145e+02
8.500000000000000000e+01	2.709423501408152219e+02
8.550000000000000000e+01	2.709393729972387064e+02
8.600000000000000000e+01	2.709364081525637857e+02
8.650000000000000000e+01	2.709334607197379796e+02
8.700000000000000000e+01	2.709305251625645496e+02
8.750000000000000000e+01	2.709276072889363718e+02
8.800000000000000000e+01	2.709247008237682621e+02
8.850000000000000000e+01	2.709218123605955952e+02
8.900000000000000000e+01	2.709189347892015576e+02
8.950000000000000000e+01	2.709160755909031764e+02
9.000000000000000000e+01	2.709132267119788366e+02
9.050000000000000000e+01	2.709103966365086080e+02
9.100000000000000000e+01	2.709075762453051084e+02
9.150000000000000000e+01	2.709047751545780329e+02
9.200000000000000000e+01	2.709019830424840052e+02
9.250000000000000000e+01	2.708992108028477901e+02
9.300000000000000000e+01	2.708964467569142016e+02
9.350000000000000000e+01	2.708937032396781319e+02
9.400000000000000000e+01	2.708909670420980547e+02
9.450000000000000000e+01	2.708882521241050085e+02
9.500000000000000000e+01	2.708855435516750845e+02
9.550000000000000000e+01	2.708828571157281999e+02
9.600000000000000000e+01	2.708801759401540039e+02
9.650000000000000000e+01	2.708775178715859511e+02
9.700000000000000000e+01	2.708748638766991803e+02
9.750000000000000000e+01	2.708722339866896505e+02
9.800000000000000000e+01	2.708696073021679922e+02
9.850000000000000000e+01	2.708670038842183203e+02
9.900000000000000000e+01	2.708644112211037509e+02
9.950000000000000000e+01	2.708618041255779758e+02
1.000000000000000000e+02	2.708593750325745759e+02
