xcoord (m)	temperature (K)
4.850000000000000000e+01	1.167747661116031281e+02
4.900000000000000000e+01	1.166096506669935167e+02
4.950000000000000000e+01	1.164445581606137523e+02
5.000000000000000000e+01	1.162794869394739408e+02
5.050000000000000000e+01	1.161144397980765035e+02
5.100000000000000000e+01	1.159494148687508215e+02
5.150000000000000000e+01	1.157844151981416019e+02
5.200000000000000000e+01	1.156194386503604221e+02
5.250000000000000000e+01	1.154544885807933383e+02
5.300000000000000000e+01	1.152895625258908581e+02
5.350000000000000000e+01	1.151246642128991482e+02
5.400000000000000000e+01	1.149597907840115596e+02
5.450000000000000000e+01	1.147949464092841936e+02
5.500000000000000000e+01	1.146301277615291383e+02
5.550000000000000000e+01	1.144653395338414867e+02
5.600000000000000000e+01	1.143005778444624099e+02
5.650000000000000000e+01	1.141358480006726239e+02
5.700000000000000000e+01	1.139711454691495192e+02
5.750000000000000000e+01	1.138064762752644299e+02
5.800000000000000000e+01	1.136418351233805879e+02
5.850000000000000000e+01	1.134772288757025933e+02
5.900000000000000000e+01	1.133126513475595516e+02
5.950000000000000000e+01	1.131481103739285174e+02
6.000000000000000000e+01	1.129835987358968907e+02
6.050000000000000000e+01	1.128191253970349521e+02
6.100000000000000000e+01	1.126546819376335122e+02
6.150000000000000000e+01	1.124902786286083511e+02
6.200000000000000000e+01	1.123259056582957101e+02
6.250000000000000000e+01	1.121615748101174148e+02
6.300000000000000000e+01	1.119972746609816880e+02
6.350000000000000000e+01	1.118330187423500632e+02
6.400000000000000000e+01	1.116687937676797020e+02
6.450000000000000000e+01	1.115046152868977174e+02
6.500000000000000000e+01	1.113404678606165845e+02
6.550000000000000000e+01	1.111763693676942069e+02
6.600000000000000000e+01	1.110123018836316930e+02
6.650000000000000000e+01	1.108482859726012038e+02
6.700000000000000000e+01	1.106843008435795639e+02
6.750000000000000000e+01	1.105203701550498749e+02
6.800000000000000000e+01	1.103564698117519782e+02
6.850000000000000000e+01	1.101926270357296715e+02
6.900000000000000000e+01	1.100288139253218418e+02
6.950000000000000000e+01	1.098650618043336209e+02
7.000000000000000000e+01	1.097013383887986180e+02
7.050000000000000000e+01	1.095376797213541238e+02
7.100000000000000000e+01	1.093740484754985971e+02
7.150000000000000000e+01	1.092104861199321419e+02
7.200000000000000000e+01	1.090469495290201110e+02
7.250000000000000000e+01	1.088834864077662559e+02
7.300000000000000000e+01	1.087200469647201402e+02
7.350000000000000000e+01	1.085566860690772160e+02
7.400000000000000000e+01	1.083933462711956253e+02
7.450000000000000000e+01	1.082300906666388443e+02
7.500000000000000000e+01	1.080668530117587807e+02
7.550000000000000000e+01	1.079037058438781997e+02
7.600000000000000000e+01	1.077405728259096804e+02
7.650000000000000000e+01	1.075775373270539177e+02
7.700000000000000000e+01	1.074145114308029605e+02
7.750000000000000000e+01	1.072515909275229689e+02
7.800000000000000000e+01	1.070886746227067619e+02
7.850000000000000000e+01	1.069258725441058289e+02
7.900000000000000000e+01	1.067630682784587606e+02
7.950000000000000000e+01	1.066003881655648371e+02
8.000000000000000000e+01	1.064376983569107438e+02
8.050000000000000000e+01	1.062751438732098137e+02
8.100000000000000000e+01	1.061125709003683966e+02
8.150000000000000000e+01	1.059501458436455579e+02
8.200000000000000000e+01	1.057876920360208430e+02
8.250000000000000000e+01	1.056254003516818898e+02
8.300000000000000000e+01	1.054630679773573121e+02
8.350000000000000000e+01	1.053009137734175482e+02
8.400000000000000000e+01	1.051387050255687825e+02
8.450000000000000000e+01	1.049766925895228979e+02
8.500000000000000000e+01	1.048146095709218599e+02
8.550000000000000000e+01	1.046527433887359564e+02
8.600000000000000000e+01	1.044907880941022000e+02
8.650000000000000000e+01	1.043290728715903839e+02
8.700000000000000000e+01	1.041672471675113911e+02
8.750000000000000000e+01	1.040056878544003922e+02
8.800000000000000000e+01	1.038439934564985236e+02
8.850000000000000000e+01	1.036825952735157017e+02
8.900000000000000000e+01	1.035210337205185027e+02
8.950000000000000000e+01	1.033598021898770014e+02
9.000000000000000000e+01	1.031983748141815340e+02
9.050000000000000000e+01	1.030373157938910111e+02
9.100000000000000000e+01	1.028760236881839205e+02
9.150000000000000000e+01	1.027151434106552017e+02
9.200000000000000000e+01	1.025539873900831367e+02
9.250000000000000000e+01	1.023932925055626129e+02
9.300000000000000000e+01	1.022322730648947271e+02
9.350000000000000000e+01	1.020717706903142954e+02
9.400000000000000000e+01	1.019108879555112281e+02
9.450000000000000000e+01	1.017505857292557607e+02
9.500000000000000000e+01	1.015898394033636265e+02
9.550000000000000000e+01	1.014297455443715705e+02
9.600000000000000000e+01	1.012691348557496980e+02
9.650000000000000000e+01	1.011092581946863049e+02
9.700000000000000000e+01	1.009487819711599030e+02
9.750000000000000000e+01	1.007891314865220806e+02
9.800000000000000000e+01	1.006287901146795463e+02
9.850000000000000000e+01	1.004693673557782461e+02
9.900000000000000000e+01	1.003091915146211477e+02
9.950000000000000000e+01	1.001498823171748995e+02
1.000000000000000000e+02	9.999034057081594540e+01
