xcoord (m)	temperature (K)	B_field (T)
6.300000000000000000e+01	3.087191135775672990e+01	0.000000000000000000e+00
6.350000000000000000e+01	3.087659720834929900e+01	0.000000000000000000e+00
6.400000000000000000e+01	3.088125386110794679e+01	0.000000000000000000e+00
6.450000000000000000e+01	3.088588233583743659e+01	0.000000000000000000e+00
6.500000000000000000e+01	3.089048183838559680e+01	0.000000000000000000e+00
6.550000000000000000e+01	3.089505355141252352e+01	0.000000000000000000e+00
6.600000000000000000e+01	3.089959650067401142e+01	0.000000000000000000e+00
6.650000000000000000e+01	3.090411207382337722e+01	0.000000000000000000e+00
6.700000000000000000e+01	3.090859907051305910e+01	0.000000000000000000e+00
6.750000000000000000e+01	3.091305913479286005e+01	0.000000000000000000e+00
6.800000000000000000e+01	3.091749078380683358e+01	0.000000000000000000e+00
6.850000000000000000e+01	3.092189598119739813e+01	0.000000000000000000e+00
6.900000000000000000e+01	3.092627289197576701e+01	0.000000000000000000e+00
6.950000000000000000e+01	3.093062387755086107e+01	0.000000000000000000e+00
7.000000000000000000e+01	3.093494666438535745e+01	0.000000000000000000e+00
7.050000000000000000e+01	3.093924410884334009e+01	0.000000000000000000e+00
7.100000000000000000e+01	3.094351339109205412e+01	0.000000000000000000e+00
7.150000000000000000e+01	3.094775798379422582e+01	0.000000000000000000e+00
7.200000000000000000e+01	3.095197438595049988e+01	0.000000000000000000e+00
7.250000000000000000e+01	3.095616683859319807e+01	0.000000000000000000e+00
7.300000000000000000e+01	3.096033099013614986e+01	0.000000000000000000e+00
7.350000000000000000e+01	3.096447204121571772e+01	0.000000000000000000e+00
7.400000000000000000e+01	3.096858457614226978e+01	0.000000000000000000e+00
7.450000000000000000e+01	3.097267499642087429e+01	0.000000000000000000e+00
7.500000000000000000e+01	3.097673655232096834e+01	0.000000000000000000e+00
7.550000000000000000e+01	3.098077715156126644e+01	0.000000000000000000e+00
7.600000000000000000e+01	3.098478836804743963e+01	0.000000000000000000e+00
7.650000000000000000e+01	3.098878000336626570e+01	0.000000000000000000e+00
7.700000000000000000e+01	3.099274151959772539e+01	0.000000000000000000e+00
7.750000000000000000e+01	3.099668510589767223e+01	0.000000000000000000e+00
7.800000000000000000e+01	3.100059755684177176e+01	0.000000000000000000e+00
7.850000000000000000e+01	3.100449407992678630e+01	0.000000000000000000e+00
7.900000000000000000e+01	3.100835809086731132e+01	0.000000000000000000e+00
7.950000000000000000e+01	3.101220862404489509e+01	0.000000000000000000e+00
8.000000000000000000e+01	3.101602480266079453e+01	0.000000000000000000e+00
8.050000000000000000e+01	3.101983052790382445e+01	0.000000000000000000e+00
8.100000000000000000e+01	3.102359945298476163e+01	0.000000000000000000e+00
8.150000000000000000e+01	3.102736168809085626e+01	0.000000000000000000e+00
8.200000000000000000e+01	3.103108389359698549e+01	0.000000000000000000e+00
8.250000000000000000e+01	3.103480412728981719e+01	0.000000000000000000e+00
8.300000000000000000e+01	3.103848007995955527e+01	0.000000000000000000e+00
8.350000000000000000e+01	3.104216001757208687e+01	0.000000000000000000e+00
8.400000000000000000e+01	3.104579008557457698e+01	0.000000000000000000e+00
8.450000000000000000e+01	3.104943170892551052e+01	0.000000000000000000e+00
8.500000000000000000e+01	3.105301611805237272e+01	0.000000000000000000e+00
8.550000000000000000e+01	3.105662176448528555e+01	0.000000000000000000e+00
8.600000000000000000e+01	3.106016053695214651e+01	0.000000000000000000e+00
8.650000000000000000e+01	3.106373300442421481e+01	0.000000000000000000e+00
8.700000000000000000e+01	3.106722587331584506e+01	0.000000000000000000e+00
8.750000000000000000e+01	3.107076856114323604e+01	0.000000000000000000e+00
8.800000000000000000e+01	3.107421485060327626e+01	0.000000000000000000e+00
8.850000000000000000e+01	3.107773194936537919e+01	0.000000000000000000e+00
8.900000000000000000e+01	3.108113040638270519e+01	0.000000000000000000e+00
8.950000000000000000e+01	3.108462715610120597e+01	0.000000000000000000e+00
9.000000000000000000e+01	3.108797571354597977e+01	0.000000000000000000e+00
9.050000000000000000e+01	3.109145875741559095e+01	0.000000000000000000e+00
9.100000000000000000e+01	3.109475419886278758e+01	0.000000000000000000e+00
9.150000000000000000e+01	3.109823207177494808e+01	0.000000000000000000e+00
9.200000000000000000e+01	3.110146955514404965e+01	0.000000000000000000e+00
9.250000000000000000e+01	3.110495336394108534e+01	0.000000000000000000e+00
9.300000000000000000e+01	3.110812574078774873e+01	0.000000000000000000e+00
9.350000000000000000e+01	3.111163011961566127e+01	0.000000000000000000e+00
9.400000000000000000e+01	3.111472695644069830e+01	0.000000000000000000e+00
9.450000000000000000e+01	3.111827142046796624e+01	0.000000000000000000e+00
9.500000000000000000e+01	3.112127758180543324e+01	0.000000000000000000e+00
9.550000000000000000e+01	3.112488846440278323e+01	0.000000000000000000e+00
9.600000000000000000e+01	3.112778204032850127e+01	0.000000000000000000e+00
9.650000000000000000e+01	3.113149532321222779e+01	0.000000000000000000e+00
9.700000000000000000e+01	3.113424440663914083e+01	0.000000000000000000e+00
9.750000000000000000e+01	3.113811079727258146e+01	0.000000000000000000e+00
9.800000000000000000e+01	3.114066357902029125e+01	0.000000000000000000e+00
9.850000000000000000e+01	3.114478373914736764e+01	0.000000000000000000e+00
9.900000000000000000e+01	3.114690448636096320e+01	0.000000000000000000e+00
9.950000000000000000e+01	3.115239769939740810e+01	0.000000000000000000e+00
1.000000000000000000e+02	3.116281184927233383e+01	0.000000000000000000e+00
