xcoord (m)	temperature (K)
7.000000000000000000e+01	2.713818075813267114e+02
7.050000000000000000e+01	2.713784059525941075e+02
7.100000000000000000e+01	2.713750198791054800e+02
7.150000000000000000e+01	2.713716500422187323e+02
7.200000000000000000e+01	2.713682956251111023e+02
7.250000000000000000e+01	2.713649574123119237e+02
7.300000000000000000e+01	2.713616344768724957e+02
7.350000000000000000e+01	2.713583277207870310e+02
7.400000000000000000e+01	2.713550360917662942e+02
7.450000000000000000e+01	2.713517606254734460e+02
7.500000000000000000e+01	2.713485001270360613e+02
7.550000000000000000e+01	2.713452557841471275e+02
7.600000000000000000e+01	2.713420262398130944e+02
7.650000000000000000e+01	2.713388128545515769e+02
7.700000000000000000e+01	2.713356140871324556e+02
7.750000000000000000e+01	2.713324314944369462e+02
7.800000000000000000e+01	2.713292633259509898e+02
7.850000000000000000e+01	2.713261113615769204e+02
7.900000000000000000e+01	2.713229736131709160e+02
7.950000000000000000e+01	2.713198521138025399e+02
8.000000000000000000e+01	2.713167446056477843e+02
8.050000000000000000e+01	2.713136534090293139e+02
8.100000000000000000e+01	2.713105759602132139e+02
8.150000000000000000e+01	2.713075149052947381e+02
8.200000000000000000e+01	2.713044673336829646e+02
8.250000000000000000e+01	2.713014362607769385e+02
8.300000000000000000e+01	2.712984183828834261e+02
8.350000000000000000e+01	2.712954171338378728e+02
8.400000000000000000e+01	2.712924287646513903e+02
8.450000000000000000e+01	2.712894571830575501e+02
8.500000000000000000e+01	2.712864981358580962e+02
8.550000000000000000e+01	2.712835560672606334e+02
8.600000000000000000e+01	2.712806261534146870e+02
8.650000000000000000e+01	2.712777134455628811e+02
8.700000000000000000e+01	2.712748124742940945e+02
8.750000000000000000e+01	2.712719289774113349e+02
8.800000000000000000e+01	2.712690567555301300e+02
8.850000000000000000e+01	2.712662023226172323e+02
8.900000000000000000e+01	2.712633586542324906e+02
8.950000000000000000e+01	2.712605331414126795e+02
9.000000000000000000e+01	2.712577178275972187e+02
9.050000000000000000e+01	2.712549210944865763e+02
9.100000000000000000e+01	2.712521339329101693e+02
9.150000000000000000e+01	2.712493658430382197e+02
9.200000000000000000e+01	2.712466066275550816e+02
9.250000000000000000e+01	2.712438670488306798e+02
9.300000000000000000e+01	2.712411355690097707e+02
9.350000000000000000e+01	2.712384243742437775e+02
9.400000000000000000e+01	2.712357204148545975e+02
9.450000000000000000e+01	2.712330374823245620e+02
9.500000000000000000e+01	2.712303608228062899e+02
9.550000000000000000e+01	2.712277060366778301e+02
9.600000000000000000e+01	2.712250564514412190e+02
9.650000000000000000e+01	2.712224296983712861e+02
9.700000000000000000e+01	2.712198069738426511e+02
9.750000000000000000e+01	2.712172080670765695e+02
9.800000000000000000e+01	2.712146123320209767e+02
9.850000000000000000e+01	2.712120395825454580e+02
9.900000000000000000e+01	2.712094774802437769e+02
9.950000000000000000e+01	2.712069010446020343e+02
1.000000000000000000e+02	2.712045008101325152e+02
